timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Осадки (достигают поверхности земли)
1600002000,"Воскресенье, 13 сентября
13:00 (UTC)",,12.0,,,,,,,,69.8,,,юго-западный,,,,2,,,,,,,,,,,748,,15.6,,,,,,,,
1600005600,"Воскресенье, 13 сентября
14:00 (UTC)",,12.0,,,,,,,,69.3,,,юго-западный,,,,2,,,,,,,,,,,747,,15.5,,,,,,,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,11.0,,,,,,,,81.6,,,западный,,,17.9,3,,,1,,,True,,,,4.0,747,,13.8,,,,,,10.0,,
1600012800,"Воскресенье, 13 сентября
16:00 (UTC)",,,,,,,,,,90.0,,,западный,,,,2,,,,,,,,,,,747,,13.2,,,,,,,,
1600016400,"Воскресенье, 13 сентября
17:00 (UTC)",,,,,,,,,,91.8,,,западный,,,,2,,,,,,,,,,,747,,12.8,,,,,,,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,92.4,,,западный,,,,2,,,,,,,,,,10.0,747,,12.5,,,True,,,10.0,,
1600023600,"Воскресенье, 13 сентября
19:00 (UTC)",,,,,,,,,,88.8,,,западный,,,,4,,,,,,,,,,,747,,13.0,,,,,,,,
1600027200,"Воскресенье, 13 сентября
20:00 (UTC)",,,,,,,,,,91.8,,,западный,,,,3,,,,,,,,,,,747,,12.3,,,,,,,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,88.7,,,западный,,,,4,,,,,,,,,,10.0,747,,11.4,,,,,,0.0,,
1600034400,"Воскресенье, 13 сентября
22:00 (UTC)",,,,,,,,,,88.6,,,западный,,,,4,,,,,,,,,,,747,,10.2,,,,,,,,
1600038000,"Воскресенье, 13 сентября
23:00 (UTC)",,,,,,,,,,89.1,,,западный,,,,3,,,,,,,,,,,747,,9.1,,,,,,,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,90.3,,,западный,,,,2,,,,,,,,,,10.0,748,,8.2,,,,,,0.0,,
1600045200,"Понедельник, 14 сентября
01:00 (UTC)",,,,,,,,,,91.5,,,западный,,,,2,,,,,,,,,,,747,,7.8,,,,,,,,
1600048800,"Понедельник, 14 сентября
02:00 (UTC)",,,,,,,,,,92.7,,,западный,,,,2,,,,,,,,,,,747,,7.3,,,,,,,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,92.7,,7.2,западный,,,,3,,,2,,3,,,,,10.0,748,,7.2,,,,,,0.0,,
1600056000,"Понедельник, 14 сентября
04:00 (UTC)",,,,,,,,,,92.7,,,западный,,,,3,,,,,,,,,,,748,,7.6,,,,,,,,
1600059600,"Понедельник, 14 сентября
05:00 (UTC)",,,,,,,,,,89.7,,,западный,,,,4,,,,,,,,,,,748,,8.9,,,,,,,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,86.2,,7.1,западный,,,,5,,,,,,,,,,10.0,748,,9.7,,,,,,10.0,,
1600066800,"Понедельник, 14 сентября
07:00 (UTC)",,,,,,,,,,83.9,,,западный,,,,4,,,,,,,,,,,748,,10.2,,,,,,,,
1600070400,"Понедельник, 14 сентября
08:00 (UTC)",,,,,,,,,,79.0,,,западный,,,,5,,,,,,,,,,,748,,11.2,,,,,,,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,10.0,,,,,,,,67.4,,,западный,,,,5,,,,,,,,,,10.0,748,,13.2,,,,,,7.0,,
1600077600,"Понедельник, 14 сентября
10:00 (UTC)",,,,,,,,,,67.4,,,северо-западный,,,,5,,,,,,,,,,,748,,13.0,,,,,,,,
1600081200,"Понедельник, 14 сентября
11:00 (UTC)",,,,,,,,,,56.8,,,западный,,,,5,,,,,,,,,,,748,,15.1,,,,,,,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,11.0,,,,,,,,51.6,,,западный,,,,6,,,,,,,,,,10.0,748,,15.1,,,,,,5.0,,
1600088400,"Понедельник, 14 сентября
13:00 (UTC)",,,,,,,,,,55.5,,,западный,,,,5,,,,,,,,,,,749,,14.4,,,,,,,,
1600092000,"Понедельник, 14 сентября
14:00 (UTC)",,,,,,,,,,57.3,,,северо-западный,,,,3,,,,,,,,,,,748,,14.1,,,,,,,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,10.0,,,,,,,,61.1,,,западный,,,15.6,2,,,0,,,,,,,10.0,748,,12.9,,,,,,4.0,,
1600099200,"Понедельник, 14 сентября
16:00 (UTC)",,,,,,,,,,73.1,,,юго-западный,,,,2,,,,,,,,,,,749,,10.2,,,,,,,,
1600102800,"Понедельник, 14 сентября
17:00 (UTC)",,,,,,,,,,81.9,,,юго-западный,,,,2,,,,,,,,,,,749,,7.9,,,,,,,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,85.9,,,западный,,,,2,,,,,,,,,,10.0,749,,7.3,,,,,,0.0,,
1600110000,"Понедельник, 14 сентября
19:00 (UTC)",,,,,,,,,,86.0,,,западный,,,,2,,,,,,,,,,,749,,8.0,,,,,,,,
1600113600,"Понедельник, 14 сентября
20:00 (UTC)",,,,,,,,,,86.6,,,западный,,,,3,,,,,,,,,,,749,,8.5,,,,,,,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,82.0,,,западный,,,,3,,,,,,,,,,10.0,749,,9.0,,,,,,0.0,,
1600120800,"Понедельник, 14 сентября
22:00 (UTC)",,,,,,,,,,83.2,,,северо-западный,,,,4,,,,,,,,,,,749,,9.0,,,,,,,,
1600124400,"Понедельник, 14 сентября
23:00 (UTC)",,,,,,,,,,85.4,,,западный,,,,2,,,,,,,,,,,749,,8.0,,,,,,,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,11.0,,,,,,,,89.6,,,западный,,,,2,,,,,,,,,,10.0,749,,7.2,,,True,,,4.0,,
1600131600,"Вторник, 15 сентября
01:00 (UTC)",,,,,,,,,,87.8,,,западный,,,,3,,,,,,,,,,,749,,8.0,,,,,,,,
1600135200,"Вторник, 15 сентября
02:00 (UTC)",,,,,,,,,,90.2,,,западный,,,,3,,,,,,,,,,,749,,7.5,,,,,,,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,90.8,,7.1,западный,,,,3,,,менее 0.1,,менее 0.1,,,,,10.0,749,,7.1,,,,,,2.0,,
1600142400,"Вторник, 15 сентября
04:00 (UTC)",,,,,,,,,,90.2,,,западный,,,,4,,,,,,,,,,,749,,7.9,,,,,,,,
1600146000,"Вторник, 15 сентября
05:00 (UTC)",,,,,,,,,,87.9,,,западный,,,,4,,,,,,,,,,,749,,9.0,,,,,,,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,84.5,,7.0,северо-западный,,,,5,,,,,,,,,,10.0,749,,10.1,,,,,,9.0,,
1600153200,"Вторник, 15 сентября
07:00 (UTC)",,,,,,,,,,73.9,,,западный,,,,5,,,,,,,,,,,749,,12.0,,,,,,,,
1600156800,"Вторник, 15 сентября
08:00 (UTC)",,,,,,,,,,59.6,,,северо-западный,,,,6,,,,,,,,,,,749,,13.6,,,,,,,,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,12.0,,,,,,,,52.0,,,северо-западный,,,,7,,,,,,,,,,10.0,749,,14.0,,,True,,,9.0,,
1600164000,"Вторник, 15 сентября
10:00 (UTC)",,,,,,,,,,52.2,,,северо-западный,,,,7,,,,,,,,,,,749,,13.5,,,,,,,,
1600167600,"Вторник, 15 сентября
11:00 (UTC)",,12.0,,,,,,,,43.8,,,северо-западный,,,,6,,,,,,,,,,,749,,15.8,,,,,,,,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,13.0,,,,True,,,,58.8,,,северо-западный,,,,5,,,,,,,,,,10.0,749,,13.4,,,,,,7.0,,
1600174800,"Вторник, 15 сентября
13:00 (UTC)",,13.0,,,,,,,,53.0,,,северо-западный,,,,6,,,,,,,,,,,749,,13.5,,,,,,,,
1600178400,"Вторник, 15 сентября
14:00 (UTC)",,,,,,,,,,52.3,,,северо-западный,,,,8,,,,,,,,,,,749,,13.9,,,,,,,,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,13.0,,,,,,,,54.5,,,северо-западный,,,16.0,5,,,0.5,,,,,,,10.0,750,,12.3,,,,,,4.0,,
1600185600,"Вторник, 15 сентября
16:00 (UTC)",,13.0,,,,,,,,66.6,,,северо-западный,,,,3,,,,,,,,,,,750,,9.5,,,,,,,,
1600189200,"Вторник, 15 сентября
17:00 (UTC)",,13.0,,,,,,,,73.8,,,северо-западный,,,,2,,,,,,,,,,,751,,8.6,,,,,,,,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,81.3,,,западный,,,,1,,,,,,,,,,10.0,751,,7.8,,,,,,7.0,,
1600196400,"Вторник, 15 сентября
19:00 (UTC)",,13.0,,,,,,,,82.9,,,северо-западный,,,,3,,,,,,,,,,,751,,6.9,,,,,,,,
1600200000,"Вторник, 15 сентября
20:00 (UTC)",,12.0,,,,,,,,76.5,,,северо-западный,,,,4,,,,,,,,,,,751,,8.6,,,,,,,,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,83.5,,,северо-западный,,,,3,,,,,,,,,,10.0,751,,6.9,,,,,,2.0,,
1600207200,"Вторник, 15 сентября
22:00 (UTC)",,,,,,,,,,83.5,,,северо-западный,,,,2,,,,,,,,,,,751,,7.1,,,,,,,,
1600210800,"Вторник, 15 сентября
23:00 (UTC)",,,,,,,,,,87.5,,,северо-западный,,,,2,,,,,,,,,,,752,,5.3,,,,,,,,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,92.0,,,северо-западный,,,,3,,,,,,,,,,10.0,752,,5.9,,,,,,7.0,,
1600218000,"Среда, 16 сентября
01:00 (UTC)",,,,,,,,,,91.4,,,северо-западный,,,,2,,,,,,,,,,,753,,5.8,,,,,,,,
1600221600,"Среда, 16 сентября
02:00 (UTC)",,,,,,,,,,91.3,,,северо-западный,,,,2,,,,,,,,,,,753,,5.4,,,,,,,,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,90.8,,4.9,северо-западный,,,,2,,,0,,0.5,,,,,10.0,754,,6.7,,,,,,10.0,,
1600228800,"Среда, 16 сентября
04:00 (UTC)",,,,,,,,,,89.5,,,северо-западный,,,,3,,,,,,,,,,,754,,7.0,,,,,,,,
1600232400,"Среда, 16 сентября
05:00 (UTC)",,,,,,,,,,84.8,,,северо-западный,,,,4,,,,,,,,,,,754,,8.4,,,,,,,,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,78.2,,,северный,,,,4,,,,,,,,,,10.0,755,,9.5,,,,,,7.0,,
1600239600,"Среда, 16 сентября
07:00 (UTC)",,,,,,,,,,69.8,,,северный,,,,4,,,,,,,,,,,755,,11.0,,,,,,,,
1600243200,"Среда, 16 сентября
08:00 (UTC)",,,,,,,,,,59.3,,,северный,,,,5,,,,,,,,,,,755,,12.3,,,,,,,,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,56.1,,,северо-западный,,,,4,,,,,,,,,,10.0,755,,12.2,,,,,,7.0,,
1600250400,"Среда, 16 сентября
10:00 (UTC)",,,,,,,,,,55.7,,,северо-западный,,,,4,,,,,,,,,,,756,,12.3,,,,,,,,
1600254000,"Среда, 16 сентября
11:00 (UTC)",,,,,,,,,,54.2,,,северо-западный,,,,4,,,,,,,,,,,755,,12.7,,,,,,,,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,55.8,,,северо-западный,,,,4,,,,,,,,,,10.0,755,,12.6,,,,,,7.0,,
1600261200,"Среда, 16 сентября
13:00 (UTC)",,,,,,,,,,56.5,,,северо-западный,,,,3,,,,,,,,,,,755,,12.2,,,,,,,,
1600264800,"Среда, 16 сентября
14:00 (UTC)",,,,,,,,,,58.4,,,северо-западный,,,,2,,,,,,,,,,,755,,12.0,,,,,,,,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,,,66.1,,,западный,,,12.7,1,,,0,,,,,,,10.0,755,,11.2,,,,,,7.0,,
1600272000,"Среда, 16 сентября
16:00 (UTC)",,,,,,,,,,74.9,,,,,,,0,,,,,,,,,,,755,,8.9,,,,,,,,
1600275600,"Среда, 16 сентября
17:00 (UTC)",,,,,,,,,,90.1,,,,,,,0,,,,,,,,,,,755,,6.3,,,,,,,,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,93.2,,,юго-восточный,,,,1,,,,,,,,,,10.0,755,,4.9,,,,,,6.0,,
1600282800,"Среда, 16 сентября
19:00 (UTC)",,,,,,,,,,94.5,,,юго-восточный,,,,1,,,,,,,,,,,755,,4.4,,,,,,,,
1600286400,"Среда, 16 сентября
20:00 (UTC)",,,,,,,,,,95.1,,,,,,,0,,,,,,,,,,,754,,2.8,,,,,,,,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,95.8,,,юго-восточный,,,,1,,,,,,,,,,10.0,754,,2.1,,,,,,6.0,,
1600293600,"Среда, 16 сентября
22:00 (UTC)",,,,,,,,,,95.8,,,юго-восточный,,,,2,,,,,,,,,,,754,,3.5,,,,,,,,
1600297200,"Среда, 16 сентября
23:00 (UTC)",,,,,,,,,,95.8,,,юго-восточный,,,,2,,,,,,,,,,,754,,3.3,,,,,,,,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,93.2,,,юго-восточный,,,,2,,,,,,,,,,10.0,753,,4.5,,,,,,6.0,,
1600304400,"Четверг, 17 сентября
01:00 (UTC)",,,,,,,,,,92.5,,,юго-восточный,,,,3,,,,,,,,,,,752,,4.2,,,,,,,,
1600308000,"Четверг, 17 сентября
02:00 (UTC)",,,,,,,,,,91.9,,,юго-восточный,,,,3,,,,,,,,,,,752,,4.6,,,,,,,,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,91.3,,1.3,юго-восточный,,,,4,,,0,,0,,,,,10.0,751,,5.2,,,,,,6.0,,
1600315200,"Четверг, 17 сентября
04:00 (UTC)",,,,,,,,,,88.2,,,юго-восточный,,,,3,,,,,,,,,,,750,,6.3,,,,,,,,
1600318800,"Четверг, 17 сентября
05:00 (UTC)",,,,,,,,,,79.7,,,юго-восточный,,,,5,,,,,,,,,,,749,,8.3,,,,,,,,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,71.1,,,южный,,,,5,,,,,,,,,,10.0,748,,10.3,,,,,,10.0,,
1600326000,"Четверг, 17 сентября
07:00 (UTC)",,,,,,,,,,67.6,,,южный,,,,5,,,,,,,,,,,747,,11.8,,,,,,,,
1600329600,"Четверг, 17 сентября
08:00 (UTC)",,,,,,,,,,66.6,,,южный,,,,5,,,,,,,,,,,746,,13.7,,,,,,,,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,11.0,,,,,,,,66.3,,,южный,,,,6,,,,,,,,,,10.0,745,,14.2,,,,,,10.0,,
1600336800,"Четверг, 17 сентября
10:00 (UTC)",,12.0,,,,,,,,65.1,,,южный,,,,6,,,,,,,,,,,745,,15.2,,,,,,,,
1600340400,"Четверг, 17 сентября
11:00 (UTC)",,12.0,,,,,,,,66.9,,,южный,,,,5,,,,,,,,,,,744,,15.2,,,,,,,,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,12.0,,,,,,,,65.4,,,южный,,,,5,True,,,,,,,,,10.0,743,,16.4,,,,,,10.0,,
1600347600,"Четверг, 17 сентября
13:00 (UTC)",,12.0,,,,,,,,64.7,,,южный,,,,5,,,,,,,,,,,742,,17.2,,,,,,,,
1600351200,"Четверг, 17 сентября
14:00 (UTC)",,12.0,,,,,,,,64.8,,,южный,,,,5,,,,,,,,,,,741,,17.6,,,,,,,,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,10.0,,,,,,,,68.2,,,южный,,,17.6,6,,,менее 0.1,,,,,,,10.0,740,,17.1,,,,,,10.0,,
1600358400,"Четверг, 17 сентября
16:00 (UTC)",,,,,,,,,,88.4,,,юго-восточный,,,,4,,,,,,,,,,,740,,15.0,,,,,,,,
1600362000,"Четверг, 17 сентября
17:00 (UTC)",,,,,,,,,,90.8,,,южный,,,,4,,,,,,,,,,,739,,15.2,,,,,,,,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,10.0,,,,,,,,90.1,,,южный,,,,4,,,,,,True,,,,4.0,739,,14.9,,,,,,10.0,,
1600369200,"Четверг, 17 сентября
19:00 (UTC)",,,,,,,,,,89.6,,,южный,,,,4,,,,,,,,,,,738,,14.9,,,,,,,,
1600372800,"Четверг, 17 сентября
20:00 (UTC)",,,,,,,,,,91.3,,,южный,,,,3,,,,,,,,,,,738,,14.4,,,,,,,,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,True,,,,91.3,,,южный,,,,4,,,,,,,,,,10.0,737,,14.1,,,,,,10.0,,
1600380000,"Четверг, 17 сентября
22:00 (UTC)",,,,,,,,,,91.3,,,южный,,,,4,,,,,,,,,,,737,,13.9,,,,,,,,
1600383600,"Четверг, 17 сентября
23:00 (UTC)",,13.0,,,,,,,,88.0,,,западный,,,,8,,,,,,,,,,,737,,10.8,,,,,,,,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,13.0,,,,True,,,,89.7,,,западный,,,,3,,,,,,,,,,10.0,738,,9.1,,,,,,10.0,,
1600390800,"Пятница, 18 сентября
01:00 (UTC)",,13.0,,,,,,,,91.5,,,западный,,,,3,,,,,,,,,,,738,,8.5,,,,,,,,
1600394400,"Пятница, 18 сентября
02:00 (UTC)",,13.0,,,,,,,,92.1,,,юго-западный,,,,2,,,,,,,,,,,739,,8.2,,,,,,,,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,,,90.9,,8.1,западный,,,,2,,,4,,4,,,,,10.0,739,,8.3,,,,,,10.0,,
1600401600,"Пятница, 18 сентября
04:00 (UTC)",,13.0,,,,,,,,90.3,,,юго-западный,,,,2,,,,,,,,,,,739,,8.4,,,,,,,,
1600405200,"Пятница, 18 сентября
05:00 (UTC)",,12.0,,,,,,,,90.3,,,южный,,,,2,,,,,,,,,,,739,,8.8,,,,,,,,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,87.9,,,юго-западный,,,,2,,,,,,,,,,10.0,740,,9.4,,,,,,10.0,,
1600412400,"Пятница, 18 сентября
07:00 (UTC)",,,,,,,,,,89.2,,,южный,,,,3,,,,,,,,,,,740,,9.8,,,,,,,,
1600416000,"Пятница, 18 сентября
08:00 (UTC)",,,,,,,,,,81.7,,,юго-западный,,,,3,,,,,,,,,,,741,,11.1,,,,,,,,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,72.0,,,западный,,,,3,,,,,,,,,,10.0,741,,12.4,,,True,,,6.0,,
1600423200,"Пятница, 18 сентября
10:00 (UTC)",,,,,,,,,,81.1,,,западный,,,,3,,,,,,,,,,,741,,10.4,,,,,,,,
1600426800,"Пятница, 18 сентября
11:00 (UTC)",,,,,,,,,,70.2,,,юго-западный,,,,3,,,,,,,,,,,741,,13.3,,,,,,,,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,60.2,,,западный,,,,3,,,,,,,,,,10.0,742,,14.2,,,True,,,6.0,,
1600434000,"Пятница, 18 сентября
13:00 (UTC)",,,,,,,,,,68.2,,,северо-западный,,,,4,,,,,,,,,,,742,,12.6,,,,,,,,
1600437600,"Пятница, 18 сентября
14:00 (UTC)",,,,,,,,,,66.4,,,северо-западный,,,,3,,,,,,,,,,,742,,12.9,,,,,,,,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,71.4,,,северо-западный,,,14.3,2,,,1,,,,,,,10.0,743,,11.6,,,,,,4.0,,
1600444800,"Пятница, 18 сентября
16:00 (UTC)",,,,,,,,,,87.8,,,,,,,0,,,,,,,,,,,743,,8.4,,,,,,,,
1600448400,"Пятница, 18 сентября
17:00 (UTC)",,,,,,,,,,92.1,,,юго-западный,,,,2,,,,,,,,,,,743,,7.5,,,,,,,,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,90.8,,,западный,,,,2,,,,,,,,,,10.0,743,,7.1,,,,,,2.0,,
1600455600,"Пятница, 18 сентября
19:00 (UTC)",,,,,,,,,,92.7,,,западный,,,,3,,,,,,,,,,,743,,7.1,,,,,,,,
1600459200,"Пятница, 18 сентября
20:00 (UTC)",,,,,,,,,,93.4,,,северо-западный,,,,3,,,,,,,,,,,743,,7.7,,,,,,,,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,89.0,,,северо-западный,,,,5,,,,,,,,,,10.0,743,,8.0,,,,,,10.0,,
1600466400,"Пятница, 18 сентября
22:00 (UTC)",,,,,,,,,,89.6,,,северо-западный,,,,5,,,,,,,,,,,743,,7.4,,,,,,,,
1600470000,"Пятница, 18 сентября
23:00 (UTC)",,,,,,,,,,88.3,,,северо-западный,,,,5,,,,,,,,,,,743,,6.8,,,,,,,,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,88.9,,,северо-западный,,,,4,,,,,,,,,,10.0,743,,6.7,,,,,,10.0,,
1600477200,"Суббота, 19 сентября
01:00 (UTC)",,,,,,,,,,91.4,,,северо-западный,,,,4,,,,,,,,,,,743,,6.5,,,,,,,,
1600480800,"Суббота, 19 сентября
02:00 (UTC)",,,,,,,,,,92.7,,,северо-западный,,,,6,,,,,,,,,,,743,,6.4,,,,,,,,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,91.4,,5.8,северо-западный,,,,5,,,0,,1,,,,,10.0,744,,5.8,,,,,,10.0,,
1600488000,"Суббота, 19 сентября
04:00 (UTC)",,,,,,,,,,90.1,,,западный,,,,3,,,,,,,,,,,744,,5.8,,,,,,,,
1600491600,"Суббота, 19 сентября
05:00 (UTC)",,,,,,,,,,90.1,,,западный,,,,5,,,,,,,,,,,744,,6.0,,,,,,,,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,90.1,,5.7,западный,,,,4,,,,,,True,,,,4.0,744,,6.6,,,,,,10.0,,
1600498800,"Суббота, 19 сентября
07:00 (UTC)",,,,,,,,,,89.0,,,северо-западный,,,,5,,,,,,,,,,,744,,7.5,,,,,,,,
1600502400,"Суббота, 19 сентября
08:00 (UTC)",,,,,,,,,,83.7,,,северо-западный,,,,5,,,,,,,,,,,744,,8.5,,,,,,,,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,10.0,,,,,,,,79.3,,,северо-западный,,,,5,,,,,,,,,,10.0,744,,9.5,,,True,,,10.0,,
1600509600,"Суббота, 19 сентября
10:00 (UTC)",,,,,,,,,,70.8,,,северо-западный,,,,5,,,,,,,,,,,744,,11.3,,,,,,,,
1600513200,"Суббота, 19 сентября
11:00 (UTC)",,,,,,,,,,64.8,,,северо-западный,,,,7,,,,,,,,,,,744,,11.8,,,,,,,,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,11.0,,,,,,,,61.0,,,северо-западный,,,,7,,,,,,,,,,10.0,744,,12.3,,,True,,,6.0,,
1600520400,"Суббота, 19 сентября
13:00 (UTC)",,,,,,,,,,53.6,,,северо-западный,,,,7,,,,,,,,,,,744,,13.2,,,,,,,,
1600524000,"Суббота, 19 сентября
14:00 (UTC)",,,,,,,,,,63.0,,,северо-западный,,,,4,,,,,,,,,,,744,,11.5,,,,,,,,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,11.0,,,,,,,,68.1,,,западный,,,13.3,3,,,менее 0.1,,,,,,,10.0,744,,9.9,,,,,,6.0,,
1600531200,"Суббота, 19 сентября
16:00 (UTC)",,,,,,,,,,76.9,,,западный,,,,3,,,,,,,,,,,744,,8.0,,,,,,,,
1600534800,"Суббота, 19 сентября
17:00 (UTC)",,,,,,,,,,83.5,,,западный,,,,2,,,,,,,,,,,744,,7.0,,,,,,,,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,89.5,,,западный,,,,2,,,,,,,,,,10.0,744,,6.3,,,,,,6.0,,
1600542000,"Суббота, 19 сентября
19:00 (UTC)",,,,,,,,,,84.1,,,северо-западный,,,,4,,,,,,,,,,,744,,7.1,,,,,,,,
1600545600,"Суббота, 19 сентября
20:00 (UTC)",,,,,,,,,,85.9,,,западный,,,,4,,,,,,,,,,,744,,7.0,,,,,,,,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,True,,,,89.5,,,западный,,,,4,,,,,,,,,,10.0,744,,6.3,,,,,,5.0,,
1600552800,"Суббота, 19 сентября
22:00 (UTC)",,,,,,,,,,90.7,,,западный,,,,4,,,,,,,,,,,744,,5.8,,,,,,,,
1600556400,"Суббота, 19 сентября
23:00 (UTC)",,,,,,,,,,91.3,,,северо-западный,,,,4,,,,,,,,,,,744,,5.1,,,,,,,,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,92.6,,,северо-западный,,,,4,,,,,,,,,,10.0,744,,4.8,,,True,,,2.0,,
1600563600,"Воскресенье, 20 сентября
01:00 (UTC)",,,,,,,,,,93.9,,,северо-западный,,,,3,,,,,,,,,,,745,,4.4,,,,,,,,
1600567200,"Воскресенье, 20 сентября
02:00 (UTC)",,,,,,,,,,93.2,,,северо-западный,,,,4,,,,,,,,,,,745,,4.5,,,,,,,,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,92.6,,4.4,северо-западный,,,,4,,,0.3,,0.3,,,,,10.0,745,,5.2,,,,,,10.0,,
1600574400,"Воскресенье, 20 сентября
04:00 (UTC)",,,,,,,,,,90.7,,,северо-западный,,,,5,,,,,,,,,,,746,,5.5,,,,,,,,
1600578000,"Воскресенье, 20 сентября
05:00 (UTC)",,,,,,,,,,89.5,,,северо-западный,,,,5,,,,,,,,,,,746,,6.2,,,,,,,,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,84.7,,,северо-западный,,,,6,,,,,,,,,,10.0,746,,7.0,,,,,,10.0,,
1600585200,"Воскресенье, 20 сентября
07:00 (UTC)",,,,,,,,,,76.9,,,северо-западный,,,,7,,,,,,,,,,,747,,8.0,,,,,,,,
1600588800,"Воскресенье, 20 сентября
08:00 (UTC)",,13.0,,,,,,,,70.3,,,северо-западный,,,,7,,,,,,,,,,,747,,8.8,,,,,,,,
