timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег слабый,Снег слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,745,,,11.4,,54.7,10.2,,,юго-западный,7,,,4,,,,
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,13.0,,,,,,,,,,,10,746,,,15.1,,32.9,,,,юго-западный,2,,,7,,,,
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,11.0,,,,,,,,,,,10,746,,,15.9,,28.2,,,,юго-западный,4,,,6,,,,
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,11.0,,0,,,,,,,,,10,745,,,13.8,,35.8,,,,южный,6,,16.6,1,,,,
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,745,,,10.0,,50.5,,,,,7,,,0,,,,
1600797600,"Вторник, 22 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,743,,,10.0,,60.9,,,,юго-восточный,7,,,2,,,,
1600808400,"Вторник, 22 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,9.0,,67.9,,,,юго-восточный,10,,,1,,,,
1600819200,"Среда, 23 сентября
00:00 (UTC)",,,,,0.1,,,,0.1,,,,,10,741,,,8.8,,83.2,8.0,True,,юго-западный,10,,,1,,,,
1600830000,"Среда, 23 сентября
03:00 (UTC)",True,,,,,,,,,,,,,10,742,,,8.9,,72.4,,,,юго-западный,10,,,4,,,,
1600840800,"Среда, 23 сентября
06:00 (UTC)",,,10.0,,,,,True,,,,,,10,742,,,9.9,,73.6,,,,юго-западный,10,,,4,,,,
1600851600,"Среда, 23 сентября
09:00 (UTC)",,,14.0,,,,,,,,,,,4,741,True,,8.3,,81.9,,,,юго-западный,10,,,5,,,,
1600862400,"Среда, 23 сентября
12:00 (UTC)",,,11.0,,1,,,,,,,,,10,740,,,9.9,,71.0,,True,,южный,4,,11.9,1,,,,
1600873200,"Среда, 23 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,738,,,7.7,,72.6,,,,восточный,7,,,1,,,,
1600884000,"Среда, 23 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,735,,,11.3,,48.0,,,,юго-восточный,7,,,3,,,,
1600894800,"Среда, 23 сентября
21:00 (UTC)",,,15.0,,,,,True,,,,,,10,734,,,10.0,,74.1,,,,южный,10,,,3,,,,
1600905600,"Четверг, 24 сентября
00:00 (UTC)",,,12.0,,0.5,,,True,2,,,,,10,732,,,8.8,,79.2,5.6,,,южный,10,,,3,,,,
1600916400,"Четверг, 24 сентября
03:00 (UTC)",,,14.0,,,,,,,,,True,,10,730,,,8.8,,82.0,,,,юго-восточный,10,,,3,,,,
1600927200,"Четверг, 24 сентября
06:00 (UTC)",,,12.0,,,,,,,,,,,10,732,,,9.3,,77.1,,True,,южный,10,,,4,,,,
1600938000,"Четверг, 24 сентября
09:00 (UTC)",,,,,,,,True,,,,,,10,733,,,11.5,,58.7,,,,южный,6,,,2,,,,
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,2,,,True,,,,,,10,734,,,6.9,,87.1,,,,,7,,12.1,0,,,,
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,,,,,,,,,,True,,10,735,,,5.7,,91.3,,,,южный,10,,,2,,,,
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,,,,,,,,,,True,,10,736,,,5.0,,95.9,,,,южный,7,,,1,,,,
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,736,,,5.7,,97.3,,True,,южный,10,,,1,,,,
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,1,,,,3,,,,,10,738,,,5.7,,96.6,4.9,True,,южный,10,,,1,,,,
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,,,,,,,,,,True,,10,739,,,6.3,,95.3,,,,южный,10,,,1,,,,
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,,,,,,True,,,,,,10,740,,,8.8,,78.1,,,,юго-западный,7,,,1,,,,
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,,,,,,,,,,,,4,742,True,,8.0,,86.0,,,,западный,10,,,3,,,,
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,,,,5,,,,,,,,,10,744,,,7.8,,90.2,,True,,западный,7,,11.2,1,,,,
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,746,,,7.1,,96.0,,,,западный,10,,,2,,,,
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,747,,,6.1,,95.9,,True,,западный,10,,,2,,,,
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,747,True,,6.3,,98.0,,,,западный,10,,,2,,,,
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,,,,1,,,,6,,,True,,10,748,,,6.3,,98.6,6.1,,,западный,10,,,1,,,,
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,,,,,,,True,,,,,,10,749,,,7.1,,99.3,,,,западный,10,,,1,,,,
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,,,,,,,,,,,True,,10,750,,,7.1,,98.6,,,,северо-западный,10,,,2,,,,
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,751,,,8.4,,72.8,,True,,северо-западный,10,,,2,,,,
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,,,,7,,,,,,,,,10,752,,,7.2,,68.5,,True,,западный,7,,8.5,1,,,,
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,753,,,2.1,,93.8,,,,,4,,,0,,,,
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,-0.1,,98.6,,,,,1,,,0,,,,
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,-0.9,,99.3,,,,,0,,,0,,,,
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,,,,0,,,,7,,,,,10,755,,,-1.9,,99.3,-2.1,,,,0,,,0,,,,
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,756,,,3.9,,99.3,,True,,северный,4,,,1,,,,
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,8.4,,75.4,,True,,северо-восточный,9,,,2,,,,
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,10.2,,58.8,,,,северный,7,,,1,,,,
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,755,,,8.9,,68.4,,,,,9,,10.5,0,,,,
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,756,,,7.3,,80.1,,,,,7,,,0,,,,
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,4.8,,88.1,,,,северо-западный,6,,,1,,,,
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,1.2,,97.9,,,,западный,0,,,1,,,,
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,1,754,,,1.2,,99.3,-0.4,,True,западный,0,,,1,,,,
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,,,,,,,,,,True,,,2,754,,,3.1,,99.3,-0.7,,,юго-западный,6,,,1,,,,
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,11.1,,57.8,,True,,северо-западный,4,,,1,,,,
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,752,,,13.3,,46.9,,,,северо-западный,1,,,2,,,,
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,752,,,9.9,,60.0,,,,,4,,13.6,0,,,,
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,752,,,4.6,,84.4,,,,,4,,,0,,,,
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,3.4,,95.2,,,,юго-западный,4,,,1,,,,
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,3.9,,85.5,,,,западный,5,,,1,,,,
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,750,,,4.7,,82.6,3.4,,,южный,7,,,3,,,,
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,,,,,,,,,,,,True,10,749,,,5.8,,82.2,,,,южный,10,,,3,,,,
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,,,,,,,,,,,,,4,748,True,,6.6,,95.3,,,,южный,10,,,4,,,,
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,,,,,,,,,,,True,,4,748,,,5.8,,97.3,,,,западный,10,,,2,,,,
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,,,,10,,,,,,,,,4,751,True,,2.7,,97.2,,,,северный,10,,6.6,3,,,,
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,,10.0,,,,,True,,,,,,10,754,,,2.6,,85.4,,,,северо-западный,10,,,2,,,,
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,1.2,,82.2,,True,,северо-западный,4,,,2,,,,
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,-0.5,,85.7,,,,западный,0,,,1,,,,
1601424000,"Среда, 30 сентября
00:00 (UTC)",,,,,0.7,,,,11,,,,,10,757,,,-1.7,,90.8,-1.7,,,северо-западный,4,,,1,,,,
1601434800,"Среда, 30 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,758,,,1.6,,77.0,-1.8,,,западный,4,,,2,,,,
1601445600,"Среда, 30 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,6.9,,48.2,,,,северо-западный,6,,,2,,,,
1601456400,"Среда, 30 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,8.0,,40.5,,,,северо-западный,7,,,1,,,,
1601467200,"Среда, 30 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,756,,,5.8,,59.0,,,,,9,,8.6,0,,,,
1601478000,"Среда, 30 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,755,,,4.4,,68.4,,,,юго-западный,7,,,2,,,,
1601488800,"Среда, 30 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,4.5,,66.5,,,,южный,9,,,2,,,,
1601499600,"Среда, 30 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,4.4,,66.9,,,,южный,9,,,2,,,,
1601510400,"Четверг, 1 октября
00:00 (UTC)",,,,,0,,,,0,,,,,10,753,,,4.3,,69.4,3.9,,,юго-западный,10,,,3,,,,
1601521200,"Четверг, 1 октября
03:00 (UTC)",,,,,,,,True,,,,,,10,754,,,4.7,,80.9,,,,западный,10,,,2,,,,
1601532000,"Четверг, 1 октября
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,7.1,,68.0,,True,,северо-западный,9,,,2,,,,
1601542800,"Четверг, 1 октября
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,6.4,,77.7,,True,,северный,10,,,1,,,,
1601553600,"Четверг, 1 октября
12:00 (UTC)",,,,,0.1,,,,,,,,,10,756,,,6.2,,70.3,,True,,северо-западный,10,,8.5,1,,,,
1601564400,"Четверг, 1 октября
15:00 (UTC)",,,,,,,,,,,,,,10,757,,,5.0,,76.4,,,,западный,10,,,1,,,,
1601575200,"Четверг, 1 октября
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,4.6,,78.0,,,,северо-западный,10,,,1,,,,
1601586000,"Четверг, 1 октября
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,3.8,,82.5,,,,северо-западный,10,,,1,,,,
1601596800,"Пятница, 2 октября
00:00 (UTC)",,,,,0,,,,0.1,,,,,10,757,,,2.3,,93.1,2.3,,,,10,,,0,,,,
1601607600,"Пятница, 2 октября
03:00 (UTC)",,,,,,,,,,,,,,10,757,,,4.8,,84.4,2.0,,,,10,,,0,,,,
1601618400,"Пятница, 2 октября
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,7.6,,53.3,,,,северо-восточный,10,,,1,,,,
1601629200,"Пятница, 2 октября
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,9.7,,48.3,,,,юго-западный,6,,,1,,,,
1601640000,"Пятница, 2 октября
12:00 (UTC)",,,,,0,,,,,,,,,10,755,,,6.2,,62.6,,,,,0,,10.0,0,,,,
1601650800,"Пятница, 2 октября
15:00 (UTC)",,,,,,,,,,,,,,10,755,,,0.9,,93.0,,,,,0,,,0,,,,
1601661600,"Пятница, 2 октября
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,-0.8,,97.1,,,,,0,,,0,,,,
1601672400,"Пятница, 2 октября
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,-2.1,,99.3,,,,,2,,,0,,,,
1601683200,"Суббота, 3 октября
00:00 (UTC)",,,,,0,,,,0,,,,,10,753,,,-2.9,,100.0,-2.9,,,,2,,,0,,,,
1601694000,"Суббота, 3 октября
03:00 (UTC)",,,,,,,,,,,,,,10,753,,,4.4,,91.9,-3.0,,,,0,,,0,,,,
1601704800,"Суббота, 3 октября
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,10.1,,55.5,,,,юго-западный,0,,,1,,,,
1601715600,"Суббота, 3 октября
09:00 (UTC)",,,,,,,,,,,,,,10,752,,,12.0,,48.6,,,,западный,0,,,1,,,,
1601726400,"Суббота, 3 октября
12:00 (UTC)",,,,,0,,,,,,,,,10,751,,,8.0,,69.2,,,,,0,,12.2,0,,,,
1601737200,"Суббота, 3 октября
15:00 (UTC)",,,,,,,,,,,,,,10,751,,,3.4,,83.7,,,,южный,0,,,1,,,,
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,,,,,,,,,,,,10,750,,,4.5,,70.0,,,,южный,0,,,1,,,,
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,,,,,,,10,750,,,3.2,,72.3,,,,юго-западный,0,,,1,,,,
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,,,,0,,,,0,,,,,10,749,,,2.5,,75.4,2.3,,,,0,,,0,,,,
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,,,,,,,,,,,,,10,749,,,5.5,,72.2,2.0,,,юго-восточный,0,,,2,,,,
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,,,,,,,,,,,,,10,748,,,12.6,,47.4,,,,южный,2,,,3,,,,
1601802000,"Воскресенье, 4 октября
09:00 (UTC)",,,,,,,,,,,,,,10,747,,,14.3,,38.3,,,,южный,2,,,3,,,,
1601812800,"Воскресенье, 4 октября
12:00 (UTC)",,,,,0,,,,,,,,,10,746,,,11.2,,47.0,,,,южный,7,,14.7,1,,,,
1601823600,"Воскресенье, 4 октября
15:00 (UTC)",,,,,,,,,,,,,,10,746,,,10.0,,60.4,,,,юго-западный,7,,,2,,,,
1601834400,"Воскресенье, 4 октября
18:00 (UTC)",,,,,,,,,,,,,True,10,747,,,8.5,,91.5,,,,юго-западный,10,,,2,,,,
1601845200,"Воскресенье, 4 октября
21:00 (UTC)",,,,,,,,,,,,,,10,747,,,6.7,,96.0,,True,,западный,9,,,2,,,,
1601856000,"Понедельник, 5 октября
00:00 (UTC)",,,,,2,,,,2,,,,,4,748,,,3.7,,98.6,3.7,,,западный,10,,,3,True,,,
1601866800,"Понедельник, 5 октября
03:00 (UTC)",True,,,,,,,,,,,,,10,749,,,2.8,,95.8,2.7,,,западный,10,,,1,,,,
1601877600,"Понедельник, 5 октября
06:00 (UTC)",,,,,,,,,,,,,,10,750,,,4.2,,82.0,,True,,западный,10,,,2,,,,
1601888400,"Понедельник, 5 октября
09:00 (UTC)",,,,,,,,,,,,,,10,750,,,4.5,,60.4,,,,северо-западный,10,,,1,,,,
1601899200,"Понедельник, 5 октября
12:00 (UTC)",,,,,1,,,,,,,,,10,751,,,1.4,,91.7,,True,,,10,,4.7,0,,,,
1601910000,"Понедельник, 5 октября
15:00 (UTC)",,,,,,,,,,,,,,10,751,,,1.4,,84.7,,,,западный,10,,,1,,,,
1601920800,"Понедельник, 5 октября
18:00 (UTC)",,,,,,,,,,,,,,10,750,,,0.4,,80.9,,,,западный,10,,,1,,,,
1601931600,"Понедельник, 5 октября
21:00 (UTC)",,,,,,,,,,,,,,10,750,,,-1.1,,75.4,,,,западный,2,,,2,,,,
1601942400,"Вторник, 6 октября
00:00 (UTC)",,,,,0,,,,1,,,,,10,750,,,-4.0,,86.0,-4.0,,,западный,0,,,1,,,,
1601953200,"Вторник, 6 октября
03:00 (UTC)",,,,,,,,,,,,,,10,750,,,0.7,,71.3,-5.0,,,юго-западный,0,,,3,,,,
1601964000,"Вторник, 6 октября
06:00 (UTC)",,,,,,,,,,,,,,10,750,,,2.6,,65.6,,,,западный,7,,,4,,,,
1601974800,"Вторник, 6 октября
09:00 (UTC)",,,,,,,,,,,,,,10,750,,,2.9,,59.5,,,,юго-западный,10,,,4,,,,
1601985600,"Вторник, 6 октября
12:00 (UTC)",,,,,0,,,,,,,,,10,750,,,2.4,,66.0,,,,юго-западный,10,,3.7,3,,,,
1601996400,"Вторник, 6 октября
15:00 (UTC)",,,,,,,,,,,,,,10,751,,,2.2,,64.0,,,,южный,10,,,3,,,,
1602007200,"Вторник, 6 октября
18:00 (UTC)",,,,,,,,,,,,,,10,750,,,1.5,,64.3,,,,южный,10,,,2,,,,
1602018000,"Вторник, 6 октября
21:00 (UTC)",,,,,,,,,,,,,,10,748,,,1.5,,63.8,,,,южный,10,,,4,,,,
1602028800,"Среда, 7 октября
00:00 (UTC)",,,,,0,,,,0,,,,,10,747,,,0.9,,73.5,0.9,,,южный,10,,,4,,,,
1602039600,"Среда, 7 октября
03:00 (UTC)",,,11.0,,,,,,,,,,,10,747,,,1.4,,72.0,0.8,,,южный,10,,,5,,,,
1602050400,"Среда, 7 октября
06:00 (UTC)",,,10.0,,,,,,,,,,,4,748,,,1.0,,90.4,,,,южный,10,,,3,,True,,
1602061200,"Среда, 7 октября
09:00 (UTC)",,,10.0,,,,,,,,,,,4,748,,,1.5,,93.7,,,,южный,10,,,4,,True,,
1602072000,"Среда, 7 октября
12:00 (UTC)",,,,,3,,,,,,,True,,4,748,,,1.9,,94.4,,,,юго-западный,10,,3.1,5,,,,
1602082800,"Среда, 7 октября
15:00 (UTC)",,,,,,,,,,,,,,4,750,,,1.6,,96.5,,,,западный,10,,,2,,True,,
1602093600,"Среда, 7 октября
18:00 (UTC)",,,,,,,,,,,,,,4,751,,,0.7,,96.5,,,,западный,10,,,1,,True,,
1602104400,"Среда, 7 октября
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,-0.5,,92.9,,True,,,10,,,0,,,,
1602115200,"Четверг, 8 октября
00:00 (UTC)",,,,,1,,,,4,,,,,10,752,,,-0.8,,97.1,-1.2,True,,западный,10,,,1,,,,
1602126000,"Четверг, 8 октября
03:00 (UTC)",,,,,,,,,,,,,,10,753,,,-1.2,,86.3,-1.2,,,западный,7,,,2,,,,
1602136800,"Четверг, 8 октября
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,1.4,,55.2,,,,западный,9,,,2,,,,
1602147600,"Четверг, 8 октября
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,1.9,,62.5,,,,западный,10,,,3,,,,
1602158400,"Четверг, 8 октября
12:00 (UTC)",,,,,0,,,,,,,,,10,754,,,0.3,,80.3,,,,западный,10,,2.2,4,,,,
1602169200,"Четверг, 8 октября
15:00 (UTC)",,,,,,,,,,,,,,10,756,,,-1.5,,86.9,,,,западный,4,,,3,,,,
1602180000,"Четверг, 8 октября
18:00 (UTC)",,,,,,,,,,,,,,4,757,,,-1.5,,89.5,,,,юго-западный,7,,,2,,,True,
1602190800,"Четверг, 8 октября
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,-1.8,,86.8,,,,юго-западный,10,,,3,,,,
1602201600,"Пятница, 9 октября
00:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,,,,10,758,,,-1.5,,89.5,-2.9,,,юго-западный,10,,,2,,,,
1602212400,"Пятница, 9 октября
03:00 (UTC)",,,,,,,,,,,,,,10,759,,,-0.2,,80.8,,,,юго-западный,9,,,3,,,,
1602223200,"Пятница, 9 октября
06:00 (UTC)",,,11.0,,,,,,,,,,,10,759,,,3.0,,63.2,,,,юго-западный,9,,,7,,,,
1602234000,"Пятница, 9 октября
09:00 (UTC)",,,12.0,,,,,,,,,,,10,758,,,4.1,,56.8,,,,юго-западный,9,,,6,,,,
1602244800,"Пятница, 9 октября
12:00 (UTC)",,,10.0,,0,,,,,,,,,10,757,,,1.7,,62.5,,,,южный,7,,4.4,2,,,,
1602255600,"Пятница, 9 октября
15:00 (UTC)",,,,,,,,,,,,,,10,757,,,1.5,,63.4,,,,южный,9,,,3,,,,
1602266400,"Пятница, 9 октября
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,1.4,,63.3,,,,южный,7,,,3,,,,
1602277200,"Пятница, 9 октября
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,1.3,,65.3,,,,южный,7,,,4,,,,
1602288000,"Суббота, 10 октября
00:00 (UTC)",,,10.0,,0,,,,0,,,,,10,755,,,0.7,,69.7,0.7,,,южный,10,,,5,,,,
1602298800,"Суббота, 10 октября
03:00 (UTC)",,,10.0,,,,,,,,,,,10,755,,,0.6,,72.3,0.1,,,южный,10,,,4,,,True,
1602309600,"Суббота, 10 октября
06:00 (UTC)",,,10.0,,,,,,,,,,,10,755,,,1.5,,76.9,,,,юго-западный,10,,,4,,True,,
1602320400,"Суббота, 10 октября
09:00 (UTC)",,,11.0,,,,,,,,,,,10,755,,,1.7,,93.1,,,,юго-западный,10,,,4,,True,,
1602331200,"Суббота, 10 октября
12:00 (UTC)",,,10.0,,0.7,,,,,,,,,10,755,,,3.1,,80.1,,True,,юго-западный,10,,3.3,4,,,,
1602342000,"Суббота, 10 октября
15:00 (UTC)",,,10.0,,,,,,,,,True,,10,755,,,2.9,,82.4,,,,юго-западный,10,,,4,,,,
1602352800,"Суббота, 10 октября
18:00 (UTC)",,,,,,,,,,,,True,,10,755,,,2.5,,88.5,,,,юго-западный,10,,,2,,,,
1602363600,"Суббота, 10 октября
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,2.4,,91.1,,True,,юго-западный,10,,,1,,,,
1602374400,"Воскресенье, 11 октября
00:00 (UTC)",,,,,2,,,,3,,,True,,10,754,,,2.6,,90.5,2.0,,,юго-западный,10,,,3,,,,
1602385200,"Воскресенье, 11 октября
03:00 (UTC)",,,,,,,,,,,,True,,10,754,,,3.1,,92.5,,,,южный,10,,,2,,,,
1602396000,"Воскресенье, 11 октября
06:00 (UTC)",,,,,,,,,,,,True,,10,753,,,4.2,,91.2,,,,южный,10,,,2,,,,
1602406800,"Воскресенье, 11 октября
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,5.1,,86.9,,True,,юго-западный,10,,,3,,,,
1602417600,"Воскресенье, 11 октября
12:00 (UTC)",,,,,0.5,,,True,,,,,,10,753,,,4.5,,95.2,,,,южный,10,,5.2,1,,,,
1602428400,"Воскресенье, 11 октября
15:00 (UTC)",,,,,,,,,,,,,,10,753,,,4.7,,85.0,,,,южный,10,,,3,,,,
1602439200,"Воскресенье, 11 октября
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,4.1,,86.8,,,,южный,10,,,2,,,,
1602450000,"Воскресенье, 11 октября
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,3.6,,90.6,,,,юго-восточный,10,,,2,,,,
1602460800,"Понедельник, 12 октября
00:00 (UTC)",,,,,0,,,,0.5,,,,,10,751,,,3.3,,96.5,3.3,,,юго-восточный,10,,,1,,,,
1602471600,"Понедельник, 12 октября
03:00 (UTC)",,,,,,,,,,,,,True,10,751,,,3.7,,99.3,3.3,,,юго-восточный,10,,,1,,,,
1602482400,"Понедельник, 12 октября
06:00 (UTC)",,,,,,,,,,,,,,10,751,,,5.6,,98.6,,True,,южный,10,,,2,,,,
1602493200,"Понедельник, 12 октября
09:00 (UTC)",,,,,,,,,,,,,,10,750,,,7.4,,94.0,,,,южный,10,,,2,,,,
1602504000,"Понедельник, 12 октября
12:00 (UTC)",,,,,0.4,,,,,,,,True,10,751,,,6.8,,98.6,,,,юго-западный,10,,7.4,2,,,,
1602514800,"Понедельник, 12 октября
15:00 (UTC)",True,,,,,,,,,,,,,10,751,,,7.1,,98.0,,,,юго-западный,10,,,4,,,,
1602525600,"Понедельник, 12 октября
18:00 (UTC)",,,,,,,,,,,,,True,10,750,,,7.5,,98.0,,,,юго-западный,10,,,4,,,,
1602536400,"Понедельник, 12 октября
21:00 (UTC)",,,,,,,,,,,,,,10,749,,,8.0,,95.3,,,,юго-западный,10,,,5,True,,,
1602547200,"Вторник, 13 октября
00:00 (UTC)",,,10.0,,10,,,,10,,,,,4,748,,,7.6,,97.3,6.8,,,юго-западный,10,,,4,,,,True
1602558000,"Вторник, 13 октября
03:00 (UTC)",,,,,,,,,,,,,,10,750,,,7.9,,98.0,,True,,западный,10,,,3,,,,
1602568800,"Вторник, 13 октября
06:00 (UTC)",,,,,,,,,,,,,,10,751,,,8.7,,80.9,,True,,западный,7,,,3,,,,
