timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Ливневый дождь со снегом,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,749,,,7.9,,79.1,,0.6,,западный,0.0,,,2,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,749,,,15.0,,51.5,,,,западный,7.0,,,3,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,748,,,17.3,,43.3,,,,западный,6.0,,,3,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,748,,,13.7,,61.3,,,,западный,9.0,,,1,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,748,,,8.1,,83.6,,,,северо-западный,9.0,,17.5,1,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,748,,,9.5,,76.6,,,,западный,7.0,,,2,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,748,,,9.4,,78.8,,,,западный,10.0,,,1,
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,748,,,7.5,,85.3,,7.1,,юго-западный,2.0,,,1,
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,748,,,11.1,,72.8,,6.5,,западный,9.0,,,1,
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,18.9,,42.8,,,,западный,9.0,,,2,
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,747,,,20.6,,40.2,,,,западный,2.0,,,2,
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,747,,,16.9,,54.2,,,,западный,5.0,,,1,
1600797600,"Вторник, 22 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,747,,,14.1,,62.7,,,,юго-западный,0.0,,20.8,1,
1600808400,"Вторник, 22 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,747,,,8.1,,90.3,,,,юго-восточный,0.0,,,1,
1600819200,"Среда, 23 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,6.5,,95.3,,,,юго-восточный,0.0,,,1,
1600830000,"Среда, 23 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,6.4,,94.0,,6.2,,южный,0.0,,,1,
1600840800,"Среда, 23 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,11.3,,72.3,,6.0,,южный,0.0,,,2,
1600851600,"Среда, 23 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,747,,,21.2,,44.1,,,,южный,6.0,,,1,
1600862400,"Среда, 23 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,23.2,,29.4,,,,юго-западный,7.0,,,2,
1600873200,"Среда, 23 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,746,,,18.9,,48.8,,,,южный,7.0,,,1,
1600884000,"Среда, 23 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,11.7,,78.0,,,,южный,7.0,,24.5,1,
1600894800,"Среда, 23 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,10.8,,76.8,,,,южный,9.0,,,1,
1600905600,"Четверг, 24 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,8.7,,85.5,,,,южный,4.0,,,1,
1600916400,"Четверг, 24 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,6.8,,90.2,,6.8,,юго-восточный,4.0,,,1,
1600927200,"Четверг, 24 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,13.8,,60.9,,6.1,,юго-восточный,5.0,,,1,
1600938000,"Четверг, 24 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,22.0,,36.1,,,,южный,7.0,,,1,
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,24.1,,26.2,,,,южный,2.0,,,2,
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,17.5,,54.4,,,,,0.0,,,0,
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,12.6,,65.5,,,,юго-восточный,0.0,,24.3,1,
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,11.9,,62.2,,,,юго-восточный,0.0,,,2,
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,9.9,,67.6,,,,юго-восточный,0.0,,,1,
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,10.0,,66.3,,8.8,,юго-восточный,2.0,,,2,
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,13.6,,59.6,,8.8,,юго-восточный,9.0,,,2,
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,22.3,,38.5,,,,южный,9.0,,,3,
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,745,,,24.1,,31.6,,,,южный,6.0,,,3,
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,20.8,,32.4,,,,юго-восточный,4.0,,,1,
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,16.4,,46.5,,,,юго-восточный,9.0,,24.6,2,
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,13.8,,53.8,,,,юго-восточный,6.0,,,2,
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,12.5,,59.4,,,,юго-восточный,2.0,,,2,
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,745,,,11.4,,64.3,,11.1,,юго-восточный,1.0,,,2,
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,14.7,,54.0,,11.0,,юго-восточный,4.0,,,3,
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,745,,,21.8,,34.1,,,,юго-восточный,0.0,,,4,
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,11.0,,,,,,,,,,10.0,745,,,24.2,,27.5,,,,юго-восточный,7.0,,,4,
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,10.0,0,,,,,,,,,10.0,745,,,22.0,,27.3,,,,восточный,7.0,,,3,
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,18.6,,34.1,,,,юго-восточный,0.0,,24.5,4,
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,15.4,,48.5,,,,юго-восточный,0.0,,,3,
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,16.8,,39.1,,,,юго-восточный,6.0,,,3,
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,14.0,,35.3,,14.0,,юго-восточный,7.0,,,2,
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,10.0,0,,,,,,,,,10.0,748,,,13.3,,38.9,,13.2,,юго-восточный,7.0,,,4,
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,12.0,,,,,,,,,,10.0,748,,,18.3,,30.4,,,,восточный,7.0,,,5,
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,13.0,,,,,,,,,,10.0,748,,,20.6,,25.7,,,,юго-восточный,7.0,,,6,
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,12.0,0,,,,,,,,,10.0,748,,,19.3,,22.7,,,,восточный,9.0,,,4,
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,748,,,17.8,,25.5,,,,юго-восточный,7.0,,21.1,4,
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,10.0,,,,,,,,True,,10.0,748,,,16.2,,35.4,,,,юго-восточный,10.0,,,4,
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,11.0,,,,,,,,True,,10.0,748,,,12.2,,70.5,,,,южный,10.0,,,3,
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,,6,,,,6,,,True,,10.0,748,,,9.9,,92.2,,9.6,,юго-восточный,10.0,,,3,
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,,7,,,,,,,,,10.0,749,,,10.7,,84.5,,9.6,True,юго-восточный,9.0,,,4,
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,750,,,13.0,,73.6,,,,юго-восточный,10.0,,,4,
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,751,,,16.4,,65.0,,,,юго-восточный,9.0,,,3,
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,1,,,,,,,,,10.0,751,,,14.0,,75.3,,,,юго-восточный,10.0,,,3,
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,751,,,12.1,,84.1,,,,юго-восточный,10.0,,16.7,2,
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,751,,,12.0,,75.5,,,,юго-восточный,9.0,,,2,
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,750,,,10.8,,70.2,,,,юго-восточный,6.0,,,2,
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,,0,,,,1,,,,,10.0,750,,,11.9,,59.6,,10.7,,юго-восточный,9.0,,,3,
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,750,,,11.9,,56.4,,10.7,,юго-восточный,9.0,,,3,
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,749,,,15.9,,51.1,,,,юго-восточный,9.0,,,4,
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,11.0,,,,,,,,,,10.0,748,,,17.1,,44.8,,,,юго-восточный,9.0,,,4,
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,10.0,0,,,,,,,,,10.0,748,,,15.5,,46.9,,,,восточный,9.0,,,3,
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,748,,,13.9,,44.1,,,,восточный,10.0,,17.8,4,
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,747,,,13.4,,43.4,,,,юго-восточный,10.0,,,3,
1601424000,"Среда, 30 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,12.9,,40.5,,,,юго-восточный,7.0,,,3,
1601434800,"Среда, 30 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,12.7,,38.7,,12.4,,восточный,9.0,,,4,
1601445600,"Среда, 30 сентября
06:00 (UTC)",,10.0,0,,,,,,,,,10.0,746,,,13.2,,36.4,,12.4,,юго-восточный,7.0,,,4,
1601456400,"Среда, 30 сентября
09:00 (UTC)",,13.0,,,,,,,,,,10.0,746,,,18.5,,23.7,,,,юго-восточный,4.0,,,6,
1601467200,"Среда, 30 сентября
12:00 (UTC)",,15.0,,,,,,,,,,10.0,746,,,20.6,,23.4,,,,юго-восточный,7.0,,,6,
1601478000,"Среда, 30 сентября
15:00 (UTC)",,13.0,0,,,,,,,,,10.0,746,,,18.7,,26.0,,,,юго-восточный,9.0,,,5,
1601488800,"Среда, 30 сентября
18:00 (UTC)",,10.0,0,,,,,,,,,10.0,746,,,16.0,,31.7,,,,восточный,9.0,,20.7,3,
1601499600,"Среда, 30 сентября
21:00 (UTC)",,10.0,,,,,,,,,,10.0,746,,,15.6,,33.5,,,,восточный,9.0,,,4,
1601510400,"Четверг, 1 октября
00:00 (UTC)",,10.0,,,,,,,,,,10.0,746,,,14.3,,38.6,,,,юго-восточный,5.0,,,4,
1601521200,"Четверг, 1 октября
03:00 (UTC)",,10.0,0,,,,0,,,,,10.0,747,,,13.4,,40.9,,13.4,,юго-восточный,9.0,,,4,
1601532000,"Четверг, 1 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,748,,,12.7,,43.5,,12.2,,юго-восточный,9.0,,,4,
1601542800,"Четверг, 1 октября
09:00 (UTC)",,12.0,,,,,,,,,,10.0,748,,,16.6,,35.0,,,,юго-восточный,7.0,,,5,
1601553600,"Четверг, 1 октября
12:00 (UTC)",,14.0,,,,,,,,,,10.0,748,,,19.2,,23.4,,,,юго-восточный,7.0,,,5,
1601564400,"Четверг, 1 октября
15:00 (UTC)",,13.0,0,,,,,,,,,10.0,748,,,17.0,,28.3,,,,восточный,7.0,,,2,
1601575200,"Четверг, 1 октября
18:00 (UTC)",,,0,,,,,,,,,10.0,748,,,15.4,,35.5,,,,восточный,9.0,,19.4,2,
1601586000,"Четверг, 1 октября
21:00 (UTC)",,,,,,,,,,,,10.0,748,,,14.9,,37.1,,,,восточный,9.0,,,3,
1601596800,"Пятница, 2 октября
00:00 (UTC)",,10.0,,,,,,,,,,10.0,749,,,13.8,,38.5,,,,восточный,10.0,,,3,
1601607600,"Пятница, 2 октября
03:00 (UTC)",,10.0,0,,,,0,,,,,10.0,749,,,12.6,,44.1,,12.5,,восточный,10.0,,,3,
1601618400,"Пятница, 2 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,749,,,13.1,,48.2,,12.1,,восточный,9.0,,,3,
1601629200,"Пятница, 2 октября
09:00 (UTC)",,12.0,,,,,,,,,,10.0,749,,,17.9,,34.4,,,,юго-восточный,9.0,,,5,
1601640000,"Пятница, 2 октября
12:00 (UTC)",,12.0,,,,,,,,,,10.0,749,,,18.4,,32.7,,,,восточный,10.0,,,4,
1601650800,"Пятница, 2 октября
15:00 (UTC)",,10.0,0,,,,,,,,,10.0,750,,,17.8,,33.2,,,,восточный,9.0,,,3,
1601661600,"Пятница, 2 октября
18:00 (UTC)",,,0,,,,,,,,,10.0,751,,,16.2,,38.9,,,,юго-восточный,7.0,,19.5,3,
1601672400,"Пятница, 2 октября
21:00 (UTC)",,,,,,,,,,,,10.0,750,,,15.7,,44.0,,,,восточный,7.0,,,3,
1601683200,"Суббота, 3 октября
00:00 (UTC)",,,,,,,,,,,,10.0,751,,,14.5,,46.6,,,,восточный,6.0,,,3,
1601694000,"Суббота, 3 октября
03:00 (UTC)",,,0,,,,0,,,,,10.0,751,,,12.3,,53.4,,12.3,,юго-восточный,6.0,,,3,
1601704800,"Суббота, 3 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,752,,,12.7,,52.7,,11.4,,юго-восточный,10.0,,,2,
1601715600,"Суббота, 3 октября
09:00 (UTC)",,,,,,,,,,,,10.0,752,,,18.0,,38.3,,,,восточный,7.0,,,3,
1601726400,"Суббота, 3 октября
12:00 (UTC)",,10.0,,,,,,,,,,10.0,752,,,19.9,,28.9,,,,юго-восточный,9.0,,,4,
1601737200,"Суббота, 3 октября
15:00 (UTC)",,,0,,,,,,,,,10.0,752,,,17.0,,28.7,,,,юго-восточный,9.0,,,2,
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,0,,,,,,,,,10.0,752,,,13.7,,41.0,,,,восточный,7.0,,20.6,3,
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,,,,,10.0,752,,,11.4,,42.2,,,,юго-восточный,6.0,,,2,
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,,,,,,,,,,,10.0,752,,,9.4,,48.2,,,,юго-восточный,4.0,,,1,
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,,0,,,,0,,,,,10.0,753,,,8.2,,50.4,,8.1,,юго-восточный,6.0,,,2,
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,753,,,12.3,,43.1,,8.0,,юго-восточный,9.0,,,2,
1601802000,"Воскресенье, 4 октября
09:00 (UTC)",,,,,,,,,,,,10.0,753,,,19.8,,29.3,,,,юго-восточный,7.0,,,3,
1601812800,"Воскресенье, 4 октября
12:00 (UTC)",,10.0,,,,,,,,,,10.0,753,,,21.7,,17.7,,,,юго-восточный,7.0,,,4,
1601823600,"Воскресенье, 4 октября
15:00 (UTC)",,,0,,,,,,,,,10.0,753,,,17.7,,20.4,,,,юго-восточный,9.0,,,2,
1601834400,"Воскресенье, 4 октября
18:00 (UTC)",,,0,,,,,,,,,10.0,753,,,12.4,,28.0,,,,юго-восточный,7.0,,21.8,2,
1601845200,"Воскресенье, 4 октября
21:00 (UTC)",,,,,,,,,,,,10.0,754,,,12.1,,27.9,,,,южный,0.0,,,2,
1601856000,"Понедельник, 5 октября
00:00 (UTC)",,,,,,,,,,,,10.0,754,,,9.2,,33.6,,,,юго-восточный,0.0,,,1,
1601866800,"Понедельник, 5 октября
03:00 (UTC)",,,0,,,,0,,,,,10.0,755,,,6.1,,47.6,,4.7,,юго-восточный,0.0,,,1,
1601877600,"Понедельник, 5 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,756,,,10.8,,44.9,,4.7,,южный,4.0,,,1,
1601888400,"Понедельник, 5 октября
09:00 (UTC)",,,,,,,,,,,,10.0,755,,,19.4,,32.7,,,,южный,5.0,,,5,
1601899200,"Понедельник, 5 октября
12:00 (UTC)",,10.0,,,,,,,,,,10.0,754,,,20.9,,26.8,,,,южный,5.0,,,4,
1601910000,"Понедельник, 5 октября
15:00 (UTC)",,11.0,0,,,,,,,,,10.0,753,,,18.1,,31.4,,,,юго-восточный,9.0,,,2,
1601920800,"Понедельник, 5 октября
18:00 (UTC)",,,0,,,,,,,,,10.0,753,,,13.4,,45.0,,,,юго-восточный,1.0,,21.3,2,
1601931600,"Понедельник, 5 октября
21:00 (UTC)",,,,,,,,,,,,10.0,753,,,12.2,,46.3,,,,юго-восточный,0.0,,,3,
1601942400,"Вторник, 6 октября
00:00 (UTC)",,,,,,,,,,,,10.0,753,,,8.4,,61.4,,,,южный,4.0,,,1,
1601953200,"Вторник, 6 октября
03:00 (UTC)",,,0,,,,0,,,,,10.0,752,,,7.6,,63.0,,7.4,,юго-восточный,2.0,,,2,
1601964000,"Вторник, 6 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,752,,,10.3,,51.3,,6.9,,южный,7.0,,,3,
1601974800,"Вторник, 6 октября
09:00 (UTC)",,,,,,,,,,,,10.0,752,,,19.1,,24.6,,,,южный,6.0,,,5,
1601985600,"Вторник, 6 октября
12:00 (UTC)",,12.0,,,,,,,,,,10.0,751,,,21.0,,19.1,,,,южный,9.0,,,5,
1601996400,"Вторник, 6 октября
15:00 (UTC)",,11.0,0,,,,,,,,,10.0,750,,,17.8,,24.6,,,,юго-восточный,7.0,,,2,
1602007200,"Вторник, 6 октября
18:00 (UTC)",,,0,,,,,,,,,10.0,749,,,14.4,,31.0,,,,южный,7.0,,21.5,3,
1602018000,"Вторник, 6 октября
21:00 (UTC)",,,,,,,,,,,,10.0,749,,,13.1,,34.3,,,,южный,7.0,,,2,
1602028800,"Среда, 7 октября
00:00 (UTC)",,,,,,,,,,,,10.0,749,,,10.7,,42.3,,,,южный,6.0,,,1,
1602039600,"Среда, 7 октября
03:00 (UTC)",,,0,,,,0,,,,,10.0,748,,,10.5,,43.5,,10.0,,юго-восточный,9.0,,,2,
1602050400,"Среда, 7 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,748,,,12.7,,41.3,,10.0,,южный,9.0,,,3,
1602061200,"Среда, 7 октября
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,17.8,,33.2,,,,южный,9.0,,,4,
1602072000,"Среда, 7 октября
12:00 (UTC)",,11.0,,,,True,,,,,,10.0,748,,,18.4,,37.4,,,,юго-восточный,10.0,,,2,
1602082800,"Среда, 7 октября
15:00 (UTC)",,10.0,менее 0.1,,,,,,,,,10.0,747,,,19.3,,22.1,,,,юго-восточный,10.0,,,3,
1602093600,"Среда, 7 октября
18:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,748,,,17.6,,24.7,,,,юго-восточный,10.0,,20.0,3,
1602104400,"Среда, 7 октября
21:00 (UTC)",,,,,,,,,,,,10.0,749,,,16.5,,27.9,,,,южный,10.0,,,3,
1602115200,"Четверг, 8 октября
00:00 (UTC)",,,,,,,,,,,,10.0,749,,,14.6,,37.3,,,,южный,10.0,,,2,
1602126000,"Четверг, 8 октября
03:00 (UTC)",,,0,,,,менее 0.1,,,,,10.0,750,,,12.3,,50.4,,12.3,,юго-восточный,7.0,,,3,
1602136800,"Четверг, 8 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,750,,,12.6,,50.5,,11.9,,юго-восточный,7.0,,,4,
1602147600,"Четверг, 8 октября
09:00 (UTC)",,,,,,,,,,,,10.0,750,,,18.6,,34.6,,,,юго-восточный,7.0,,,5,
1602158400,"Четверг, 8 октября
12:00 (UTC)",,10.0,,,,,,,,,,10.0,750,,,20.1,,27.5,,,,юго-восточный,7.0,,,4,
1602169200,"Четверг, 8 октября
15:00 (UTC)",,,0,,,,,,,,,10.0,750,,,17.6,,18.7,,,,юго-восточный,7.0,,,2,
1602180000,"Четверг, 8 октября
18:00 (UTC)",,,0,,,,,,,,,10.0,750,,,14.5,,19.1,,,,юго-восточный,7.0,,21.0,3,
1602190800,"Четверг, 8 октября
21:00 (UTC)",,,,,,,,,,,,10.0,751,,,11.6,,24.9,,,,южный,6.0,,,2,
1602201600,"Пятница, 9 октября
00:00 (UTC)",,,,,,,,,,,,10.0,751,,,9.5,,33.7,,,,южный,2.0,,,2,
1602212400,"Пятница, 9 октября
03:00 (UTC)",,,0,,,,0,,,,,10.0,750,,,8.1,,44.1,,8.1,,южный,7.0,,,2,
1602223200,"Пятница, 9 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,751,,,11.2,,36.3,,8.0,,юго-восточный,9.0,,,3,
1602234000,"Пятница, 9 октября
09:00 (UTC)",,,,,,,,,,,,10.0,750,,,17.4,,30.8,,,,южный,9.0,,,4,
1602244800,"Пятница, 9 октября
12:00 (UTC)",,,,,,,,,,,,10.0,749,,,20.5,,28.5,,,,южный,9.0,,,4,
1602255600,"Пятница, 9 октября
15:00 (UTC)",,,0,,,,,,,,,10.0,749,,,17.6,,32.0,,,,юго-восточный,7.0,,,2,
1602266400,"Пятница, 9 октября
18:00 (UTC)",,,0,,,,,,,,,10.0,750,,,12.3,,36.1,,,,южный,7.0,,20.7,1,
1602277200,"Пятница, 9 октября
21:00 (UTC)",,,,,,,,,,,,10.0,749,,,10.3,,38.3,,,,южный,6.0,,,1,
1602288000,"Суббота, 10 октября
00:00 (UTC)",,,,,,,,,,,,10.0,749,,,9.7,,41.0,,,,юго-восточный,7.0,,,2,
1602298800,"Суббота, 10 октября
03:00 (UTC)",,,0,,,,0,,,,,10.0,750,,,8.5,,49.7,,8.5,,юго-восточный,7.0,,,2,
1602309600,"Суббота, 10 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,750,,,9.6,,51.5,,7.9,,юго-восточный,9.0,,,1,
1602320400,"Суббота, 10 октября
09:00 (UTC)",,,,,,,,,,,,10.0,750,,,16.7,,36.1,,,,юго-восточный,9.0,,,2,
1602331200,"Суббота, 10 октября
12:00 (UTC)",,,,,,,,,,,True,4.0,749,,,18.7,,33.7,,,,юго-восточный,4.0,,,3,
1602342000,"Суббота, 10 октября
15:00 (UTC)",,,0,,,,,,,,True,4.0,749,,,15.0,,51.2,,,,восточный,9.0,,,2,
1602352800,"Суббота, 10 октября
18:00 (UTC)",,,0,,,,,,,,True,4.0,749,,,12.7,,57.8,,,,юго-восточный,6.0,,18.8,2,
1602363600,"Суббота, 10 октября
21:00 (UTC)",,,,,,,,,,,True,4.0,748,,,9.9,,63.0,,,,юго-восточный,7.0,,,2,
1602374400,"Воскресенье, 11 октября
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,8.8,,63.2,,,,юго-восточный,7.0,,,2,
1602385200,"Воскресенье, 11 октября
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,8.0,,63.5,,8.0,,юго-восточный,9.0,,,2,
1602396000,"Воскресенье, 11 октября
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,9.8,,55.4,,7.7,,юго-восточный,9.0,,,3,
1602406800,"Воскресенье, 11 октября
09:00 (UTC)",,,,,,,,,,,True,4.0,747,,,13.2,,54.8,,,,юго-восточный,10.0,,,3,
1602417600,"Воскресенье, 11 октября
12:00 (UTC)",,,,,,,,,,,True,4.0,746,,,15.1,,56.0,,,,юго-восточный,10.0,,,4,
