timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Дождь со снегом слабый,В окрестности станции местами туман,"Гроза, но без осадков","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,68.8,,,,южный,,,3,,,,,,,,,,,50.0,752.0,15.5,,,,,7.0,,
1599429600,"Воскресенье, 6 сентября
22:00 (UTC)",,,,,,,,,,,73.4,,,,южный,,,3,,,,,,,,,,,,752.0,14.6,,,,,,,
1599433200,"Воскресенье, 6 сентября
23:00 (UTC)",,,,,,,,,,,76.8,,,,южный,,,3,,,,,,,,,,,,752.0,14.0,,,,,,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,77.8,,,,южный,,,3,,,,,,,,,,,50.0,752.0,13.6,,,,,2.0,,
1599440400,"Понедельник, 7 сентября
01:00 (UTC)",,,,,,,,,,,80.9,,,,южный,,,3,,,,,,,,,,,,752.0,12.9,,,,,,,
1599444000,"Понедельник, 7 сентября
02:00 (UTC)",,,,,,,,,,,82.0,,,,южный,,,4,,,,,,,,,,,,752.0,12.8,,,,,,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,82.5,,12.4,,южный,,,4,,,0,,,,0,,,,30.0,752.0,12.7,,,,,10.0,,
1599451200,"Понедельник, 7 сентября
04:00 (UTC)",,,,,,,,,,,83.1,,,,южный,,,4,,,,,,,,,,,,752.0,12.8,,,,,,,
1599454800,"Понедельник, 7 сентября
05:00 (UTC)",,,,,,,,,,,79.4,,,,южный,,,3,,,,,,,,,,,,752.0,13.9,,,,,,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,74.1,,,,юго-восточный,,,2,,,,,,,,,,,30.0,752.0,15.5,,,,,10.0,,
1599462000,"Понедельник, 7 сентября
07:00 (UTC)",,,,,,,,,,,69.2,,,,южный,,,2,,,,,,,,,,,,752.0,17.4,,,,,,,
1599465600,"Понедельник, 7 сентября
08:00 (UTC)",,,,,,,,,,,60.7,,,,южный,,,3,,,,,,,,,,,,752.0,19.8,,,,,,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,55.4,,,,южный,,,3,,,,,,,,,,,30.0,752.0,21.5,,,,,10.0,,
1599472800,"Понедельник, 7 сентября
10:00 (UTC)",,,,,,,,,,,52.5,,,,юго-западный,,,3,,,,,,,,,,,,752.0,22.5,,,,,,,
1599476400,"Понедельник, 7 сентября
11:00 (UTC)",,,,,,,,,,,51.7,,,,юго-западный,,,3,,,,,,,,,,,,752.0,23.3,,,,,,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,57.8,,,,западный,,,2,,,,,,,,,,,30.0,752.0,22.3,,,,,10.0,,
1599483600,"Понедельник, 7 сентября
13:00 (UTC)",,,,,,,,,,,66.8,,,,западный,,,2,,,,,,,,,,,,753.0,20.8,,,,,,,
1599487200,"Понедельник, 7 сентября
14:00 (UTC)",,,,,,,,,,,68.5,,,,западный,,,1,,,,,,,,,,,,753.0,20.6,,,,,,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,,75.2,,,,,,23.4,0,,,0,,,,,,,,30.0,753.0,19.4,,,,,10.0,,
1599494400,"Понедельник, 7 сентября
16:00 (UTC)",,,,,,,,,,,80.0,,,,западный,,,2,,,,,,,,,,,,753.0,18.0,,,,,,,
1599498000,"Понедельник, 7 сентября
17:00 (UTC)",,,,,,,,,,,91.3,,,,,,,0,,,,,,,,,,,,753.0,15.0,,,,,,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,98.1,,,,,,,0,,,,,,,,,,,50.0,754.0,14.2,,,,,9.0,,
1599505200,"Понедельник, 7 сентября
19:00 (UTC)",,,,,,,,,,,99.3,,,,,,,0,,,,,,,,,,,,753.0,12.3,,,,,,,
1599508800,"Понедельник, 7 сентября
20:00 (UTC)",,,,,,,,,,,99.3,,,,,,,0,,,,,,,,,,,,753.0,11.9,,,,,,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,99.4,,,,юго-восточный,,,1,,,,,,,,,,,50.0,753.0,13.3,,,,,10.0,,
1599516000,"Понедельник, 7 сентября
22:00 (UTC)",,,,,,,,,,,99.4,,,,,,,0,,,,,,,,,,,,752.0,13.7,,,,,,,
1599519600,"Понедельник, 7 сентября
23:00 (UTC)",,,,,,,,,,,96.8,,,,юго-восточный,,,2,,,,,,,,,,,,752.0,14.3,,,,,,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,93.1,,,,юго-восточный,,,4,,,,,,,,,,,50.0,751.0,14.9,,,,,10.0,,
1599526800,"Вторник, 8 сентября
01:00 (UTC)",,,,,,,,,,,90.8,,,,юго-восточный,,,6,,,,,,,,,,,,750.0,15.1,,,,,,,
1599530400,"Вторник, 8 сентября
02:00 (UTC)",,,,,,,,,,,91.3,,,,юго-восточный,,,5,,,,,,,,,,,,750.0,14.9,,,,,,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,10.0,,,,,True,,,,86.1,,10.8,,южный,,,4,,,менее 0.1,,,,менее 0.1,,,,30.0,749.0,14.6,,,,,10.0,,
1599537600,"Вторник, 8 сентября
04:00 (UTC)",,,,,,,,,,,78.5,,,,южный,,,4,,,,,,,,,,,,749.0,14.7,,,,,,,
1599541200,"Вторник, 8 сентября
05:00 (UTC)",,,,,,,,,,,71.6,,,,южный,,,4,,,,,,,,,,,,749.0,15.5,,,,,,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,62.9,,,,южный,,,5,,,,,,,,,,,30.0,748.0,16.8,,,True,,10.0,,
1599548400,"Вторник, 8 сентября
07:00 (UTC)",,,,,,,,,,,50.7,,,,южный,,,5,,,,,,,,,,,,748.0,18.6,,,,,,,
1599552000,"Вторник, 8 сентября
08:00 (UTC)",,,,,,,,,,,51.5,,,,южный,,,4,,,,,,,,,,,,748.0,19.0,,,,,,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,10.0,,,,,,,,,47.1,,,,южный,,,5,,,,,,,,,,,30.0,747.0,20.0,,,,,10.0,,
1599559200,"Вторник, 8 сентября
10:00 (UTC)",,,,,,,,,,,50.7,,,,южный,,,3,,,,,,,,,,,,747.0,19.7,,,,,,,
1599562800,"Вторник, 8 сентября
11:00 (UTC)",,,,,,,,,,,50.0,,,,южный,,,3,,,,,,,,,,,,747.0,21.0,,,,,,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,50.8,,,,южный,,,3,,,,,,,,,,,30.0,746.0,20.1,,,,,10.0,,
1599570000,"Вторник, 8 сентября
13:00 (UTC)",,,,,,,,,,,58.2,,,,юго-западный,,,2,,,,,,,,,,,,746.0,19.2,,,,,,,
1599573600,"Вторник, 8 сентября
14:00 (UTC)",,,,,,,,,,,65.6,,,,юго-западный,,,2,,,,,,,,,,,,746.0,17.5,,,,,,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,,80.3,,,,западный,,21.3,2,,,0,,,,,,,,30.0,746.0,16.2,,,,,10.0,,
1599580800,"Вторник, 8 сентября
16:00 (UTC)",,,,,,,,,,,84.9,,,,западный,,,3,,,,,,,,,,,,746.0,14.5,,,,,,,
1599584400,"Вторник, 8 сентября
17:00 (UTC)",,,,,,,,,,,87.1,,,,западный,,,1,,,,,,,,,,,,746.0,13.5,,,,,,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,True,,,,91.8,,,,западный,,,2,,,,,,,,,,,50.0,745.0,12.9,,,,,10.0,,
1599591600,"Вторник, 8 сентября
19:00 (UTC)",,,,,,,,,,,93.6,,,,западный,,,2,,,,,,,,,,,,744.0,12.6,,,,,,,
1599595200,"Вторник, 8 сентября
20:00 (UTC)",,,,,,,,,,,91.8,,,,северо-западный,,,2,,,,,,,,,,,,744.0,12.4,,,,,,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,92.4,,,,северный,,,2,,,,,,,,,,,50.0,744.0,12.1,,,True,,10.0,,
1599602400,"Вторник, 8 сентября
22:00 (UTC)",,,,,,,,,,,93.0,,,,северо-западный,,,2,,,,,,,,,,,,743.0,11.9,,,,,,,
1599606000,"Вторник, 8 сентября
23:00 (UTC)",,,,,,,,,,,94.8,,,,северо-западный,,,2,,,,,,,,,,,,742.0,11.5,,,,,,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,96.7,,,,западный,,,4,,,,,,,,True,,,50.0,741.0,11.2,,,,,10.0,,
1599613200,"Среда, 9 сентября
01:00 (UTC)",,,,,,,,,,,97.4,,,,северо-западный,,,2,,,,,,,,,,,,740.0,11.0,,,,,,,
1599616800,"Среда, 9 сентября
02:00 (UTC)",,,,,,,,,,,96.7,,,,северо-западный,,,2,,,,,,,,,,,,740.0,10.9,,,,,,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,True,,,,,,,,97.4,,10.8,,западный,,,3,,,0.5,,,,0.5,,,,30.0,740.0,10.8,,,,,10.0,,
1599624000,"Среда, 9 сентября
04:00 (UTC)",,,,,,,,,,,97.4,,,,западный,,,4,,,,,,,,,,,,740.0,10.8,,,,,,,
1599627600,"Среда, 9 сентября
05:00 (UTC)",,,,,,,,,,,96.1,,,,западный,,,2,,,,,,,,,,,,740.0,11.0,,,,,,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,90.5,,10.8,,западный,,,3,True,,,,,,,,,,30.0,740.0,12.0,,,,,10.0,,
1599634800,"Среда, 9 сентября
07:00 (UTC)",,,,,,,,,,,88.8,,,,западный,,,3,,,,,,,,,,,,740.0,12.8,,,,,,,
1599638400,"Среда, 9 сентября
08:00 (UTC)",,,,,,,,,,,86.5,,,,западный,,,4,,,,,,,,,,,,741.0,13.2,,,,,,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,True,,,,,,,,90.6,,,,западный,,,4,,,,,,,,,,,30.0,741.0,12.7,,,,,10.0,,
1599645600,"Среда, 9 сентября
10:00 (UTC)",,,,,,,,,,,91.2,,,,западный,,,4,,,,,,,,,,,,742.0,12.4,,,,,,,
1599649200,"Среда, 9 сентября
11:00 (UTC)",,,,,,,,,,,87.7,,,,западный,,,2,,,,,,,,,,,,742.0,13.0,,,,,,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,78.9,,,,западный,,,4,,,,,,,,,,,30.0,743.0,14.0,,,True,,10.0,,
1599656400,"Среда, 9 сентября
13:00 (UTC)",,,,,,,,,,,74.9,,,,западный,,,4,,,,,,,,,,,,743.0,14.5,,,,,,,
1599660000,"Среда, 9 сентября
14:00 (UTC)",,,,,,,,,,,74.4,,,,западный,,,3,,,,,,,,,,,,743.0,14.4,,,,,,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,,74.8,,,,западный,,14.5,3,,,2,,,,,,,,30.0,744.0,14.3,,,,,9.0,,
1599667200,"Среда, 9 сентября
16:00 (UTC)",,,,,,,,,,,83.6,,,,юго-западный,,,2,,,,,,,,,,,,744.0,12.6,,,,,,,
1599670800,"Среда, 9 сентября
17:00 (UTC)",,,,,,,,,,,80.8,,,,юго-западный,,,3,,,,,,,,,,,,745.0,12.5,,,,,,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,85.3,,,,юго-западный,,,3,,,,,,,,,,,50.0,745.0,12.2,,,,,7.0,,
1599678000,"Среда, 9 сентября
19:00 (UTC)",,,,,,,,,,,92.9,,,,юго-западный,,,3,,,,,,,,,,,,745.0,10.8,,,,,,,
1599681600,"Среда, 9 сентября
20:00 (UTC)",,,,,,,,,,,91.1,,,,юго-западный,,,2,,,,,,,,,,,,745.0,11.0,,,,,,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,93.5,,,,юго-западный,,,3,,,,,,,,,,,50.0,745.0,10.2,,,,,2.0,,
1599688800,"Среда, 9 сентября
22:00 (UTC)",,,,,,,,,,,97.3,,,,юго-западный,,,3,,,,,,,,,,,,745.0,8.8,,,,,,,
1599692400,"Среда, 9 сентября
23:00 (UTC)",,,,,,,,,,,97.3,,,,юго-западный,,,3,,,,,,,,,,,,745.0,9.1,,,,,,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,99.3,,,,западный,,,3,,,,,,,,,,,50.0,745.0,9.8,,,,,1.0,,
1599699600,"Четверг, 10 сентября
01:00 (UTC)",,,,,,,,,,,99.3,,,,юго-западный,,,3,,,,,,,,,,,,745.0,9.8,,,,,,,
1599703200,"Четверг, 10 сентября
02:00 (UTC)",,,,,,,,,,,99.3,,,,юго-западный,,,3,,,,,,,,,,,,745.0,9.9,,,,,,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,,99.3,,8.8,,южный,,,4,,,0,,,,1,,,,1.0,745.0,10.0,,,,,0.0,True,
1599710400,"Четверг, 10 сентября
04:00 (UTC)",,,,,,,,,,,,,,,южный,,,4,,,,,,,,,,,,744.0,,,,,,,,
1599714000,"Четверг, 10 сентября
05:00 (UTC)",,,,,,,,,,,94.8,,,,южный,,,4,,,,,,,,,,,,743.0,11.5,,,,,,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,91.2,,,,южный,,,4,,,,,,,,,,,30.0,743.0,12.2,,,True,,10.0,,
1599721200,"Четверг, 10 сентября
07:00 (UTC)",,,,,,,,,,,94.8,,,,южный,,,4,,,,,,,,,,,,742.0,11.7,,,,,,,
1599724800,"Четверг, 10 сентября
08:00 (UTC)",,,,,,,,,,,98.7,,,,южный,,,5,,,,,,,,,,,,742.0,11.5,,,,,,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,11.0,True,,,,,,,,98.7,,,,южный,,,6,,,,,,,,,,,10.0,741.0,12.0,,,,,10.0,,
1599732000,"Четверг, 10 сентября
10:00 (UTC)",,,,,,,,,,,98.7,,,,южный,,,7,,,,,,,,,,,,740.0,12.1,,,,,,,
1599735600,"Четверг, 10 сентября
11:00 (UTC)",,12.0,,,,,,,,,98.1,,,,южный,,,6,,,,,,,,,,,,739.0,12.8,,,,,,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,12.0,,,,,,,,,92.5,,,,южный,,,5,,,,,,,,,,,30.0,739.0,14.1,,,True,,10.0,,
1599742800,"Четверг, 10 сентября
13:00 (UTC)",,12.0,,,,,,,,,90.7,,,,южный,,,5,,,,,,,,,,,,738.0,14.2,,,,,,,
1599746400,"Четверг, 10 сентября
14:00 (UTC)",,,,,,,,,,,93.1,,,,южный,,,4,,,,,,,,,,,,738.0,14.2,,,,,,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,11.0,True,,,,,,,,96.8,,,,южный,,14.3,4,,,7,,,,,,,,12.0,737.0,13.9,,,,,10.0,,
1599753600,"Четверг, 10 сентября
16:00 (UTC)",,12.0,,,,,,,,,96.2,,,,южный,,,4,,,,,,,,,,,,737.0,14.0,,,,,,,
1599757200,"Четверг, 10 сентября
17:00 (UTC)",,12.0,,,,,,,,,94.9,,,,южный,,,4,,,,,,,,,,,,737.0,13.8,,,,,,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,88.8,,,,юго-западный,,,4,,,,,,,,,,,50.0,737.0,12.7,,,True,,9.0,,
1599764400,"Четверг, 10 сентября
19:00 (UTC)",,,,,,,,,,,85.2,,,,юго-западный,,,4,,,,,,,,,,,,737.0,11.8,,,,,,,
1599768000,"Четверг, 10 сентября
20:00 (UTC)",,,,,,,,,,,84.6,,,,юго-западный,,,4,,,,,,,,,,,,737.0,11.4,,,,,,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,84.0,,,,юго-западный,,,4,,,,,,,,,,,50.0,738.0,11.1,,,,,6.0,,
1599775200,"Четверг, 10 сентября
22:00 (UTC)",,,,,,,,,,,85.7,,,,юго-западный,,,4,,,,,,,,,,,,738.0,10.7,,,,,,,
1599778800,"Четверг, 10 сентября
23:00 (UTC)",,,,,,,,,,,89.2,,,,юго-западный,,,4,,,,,,,,,,,,738.0,9.8,,,,,,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,88.6,,,,юго-западный,,,4,,,,,,,,,,,50.0,738.0,10.0,,,,,6.0,,
1599786000,"Пятница, 11 сентября
01:00 (UTC)",,,,,,,,,,,88.0,,,,юго-западный,,,4,,,,,,,,,,,,738.0,10.3,,,,,,,
1599789600,"Пятница, 11 сентября
02:00 (UTC)",,,,,,,,,,,84.5,,,,юго-западный,,,5,,,,,,,,,,,,738.0,10.4,,,,,,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,10.0,True,,,,,,,,87.4,,9.6,,юго-западный,,,5,,,0.8,,,,8,,,,30.0,738.0,9.9,,,,,10.0,,
1599796800,"Пятница, 11 сентября
04:00 (UTC)",,,,,,,,,,,83.3,,,,юго-западный,,,5,,,,,,,,,,,,738.0,10.3,,,,,,,
1599800400,"Пятница, 11 сентября
05:00 (UTC)",,,,,,,,,,,80.1,,,,юго-западный,,,6,,,,,,,,,,,,739.0,10.8,,,,,,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,13.0,True,,,,,,,,87.4,,,,юго-западный,,,5,,,,,,,,,,,30.0,739.0,10.4,,,,,10.0,,
1599807600,"Пятница, 11 сентября
07:00 (UTC)",,,,,,,,,,,91.0,,,,юго-западный,,,6,,,,,,,,,,,,740.0,10.3,,,,,,,
1599811200,"Пятница, 11 сентября
08:00 (UTC)",,,,,,,,,,,86.9,,,,западный,,,5,,,,,,,,,,,,741.0,11.5,,,,,,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,13.0,True,,,,,,,,83.0,,,,западный,,,6,,,,,,,,,,,30.0,742.0,12.5,,,,,10.0,,
1599818400,"Пятница, 11 сентября
10:00 (UTC)",,,,,,,,,,,87.0,,,,западный,,,4,,,,,,,,,,,,743.0,12.4,,,,,,,
1599822000,"Пятница, 11 сентября
11:00 (UTC)",,,,,,,,,,,77.7,,,,западный,,,4,,,,,,,,,,,,744.0,12.9,,,,,,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,12.0,,,,,,,,,80.8,,,,западный,,,4,,,,,,,,,,,30.0,745.0,12.6,,,True,,10.0,,
1599829200,"Пятница, 11 сентября
13:00 (UTC)",,,,,,,,,,,65.2,,,,западный,,,6,,,,,,,,,,,,746.0,13.6,,,,,,,
1599832800,"Пятница, 11 сентября
14:00 (UTC)",,,,,,,,,,,64.8,,,,западный,,,4,,,,,,,,,,,,747.0,13.7,,,,,,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,14.0,,,,,,,,,67.0,,,,западный,,13.9,3,,,менее 0.1,,,,,,,,30.0,748.0,13.4,,,,,7.0,,
1599840000,"Пятница, 11 сентября
16:00 (UTC)",,14.0,,,,,,,,,76.5,,,,юго-западный,,,3,,,,,,,,,,,,749.0,11.7,,,,,,,
1599843600,"Пятница, 11 сентября
17:00 (UTC)",,14.0,,,,,,,,,78.0,,,,западный,,,3,,,,,,,,,,,,749.0,11.7,,,,,,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,79.6,,,,западный,,,3,,,,,,,,,,,50.0,750.0,11.4,,,,,6.0,,
1599850800,"Пятница, 11 сентября
19:00 (UTC)",,,,,,,,,,,82.2,,,,западный,,,3,,,,,,,,,,,,750.0,10.5,,,,,,,
1599854400,"Пятница, 11 сентября
20:00 (UTC)",,,,,,,,,,,82.8,,,,западный,,,3,,,,,,,,,,,,750.0,10.3,,,,,,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,87.3,,,,юго-западный,,,3,,,,,,,,,,,50.0,751.0,9.7,,,,,6.0,,
1599861600,"Пятница, 11 сентября
22:00 (UTC)",,,,,,,,,,,87.3,,,,юго-западный,,,3,,,,,,,,,,,,751.0,9.7,,,,,,,
1599865200,"Пятница, 11 сентября
23:00 (UTC)",,,,,,,,,,,89.7,,,,юго-западный,,,3,,,,,,,,,,,,751.0,9.4,,,,,,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,95.3,,,,юго-западный,,,3,,,,,,,,,,,50.0,752.0,7.8,,,,,2.0,,
1599872400,"Суббота, 12 сентября
01:00 (UTC)",,,,,,,,,,,96.6,,,,юго-западный,,,3,,,,,,,,,,,,752.0,7.6,,,,,,,
1599876000,"Суббота, 12 сентября
02:00 (UTC)",,,,,,,,,,,95.3,,,,юго-западный,,,3,,,,,,,,,,,,753.0,8.0,,,,,,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,95.3,,7.6,,юго-западный,,,3,,,0,,,,менее 0.1,,,,30.0,753.0,8.1,,,,,4.0,,
1599883200,"Суббота, 12 сентября
04:00 (UTC)",,,,,,,,,,,94.1,,,,юго-западный,,,3,,,,,,,,,,,,754.0,8.8,,,,,,,
1599886800,"Суббота, 12 сентября
05:00 (UTC)",,,,,,,,,,,86.2,,,,западный,,,3,,,,,,,,,,,,754.0,10.4,,,,,,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,78.7,,,,западный,,,2,,,,,,,,,,,30.0,754.0,12.5,,,,,2.0,,
1599894000,"Суббота, 12 сентября
07:00 (UTC)",,,,,,,,,,,69.9,,,,западный,,,2,,,,,,,,,,,,754.0,14.0,,,,,,,
1599897600,"Суббота, 12 сентября
08:00 (UTC)",,,,,,,,,,,66.4,,,,юго-западный,,,3,,,,,,,,,,,,754.0,15.1,,,,,,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,58.5,,,,западный,,,3,,,,,,,,,,,30.0,755.0,15.6,,,,,7.0,,
1599904800,"Суббота, 12 сентября
10:00 (UTC)",,,,,,,,,,,58.4,,,,западный,,,3,,,,,,,,,,,,755.0,15.3,,,,,,,
1599908400,"Суббота, 12 сентября
11:00 (UTC)",,,,,,,,,,,55.1,,,,западный,,,3,,,,,,,,,,,,755.0,16.0,,,,,,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,57.8,,,,юго-западный,,,2,,,,,,,,,,,30.0,755.0,16.0,,,,,10.0,,
1599915600,"Суббота, 12 сентября
13:00 (UTC)",,,,,,,,,,,55.8,,,,западный,,,3,,,,,,,,,,,,755.0,15.8,,,,,,,
1599919200,"Суббота, 12 сентября
14:00 (UTC)",,,,,,,,,,,61.7,,,,юго-западный,,,2,,,,,,,,,,,,755.0,15.2,,,,,,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,71.7,,,,юго-западный,,16.8,2,,,0,,,,,,,,30.0,755.0,13.5,,,,,10.0,,
1599926400,"Суббота, 12 сентября
16:00 (UTC)",,,,,,,,,,,81.8,,,,южный,,,2,,,,,,,,,,,,755.0,11.6,,,,,,,
1599930000,"Суббота, 12 сентября
17:00 (UTC)",,,,,,,,,,,84.5,,,,южный,,,2,,,,,,,,,,,,755.0,10.6,,,,,,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,82.3,,,,южный,,,2,,,,,,,,,,,50.0,755.0,10.8,,,,,10.0,,
1599937200,"Суббота, 12 сентября
19:00 (UTC)",,,,,,,,,,,87.3,,,,южный,,,3,,,,,,,,,,,,754.0,9.5,,,,,,,
1599940800,"Суббота, 12 сентября
20:00 (UTC)",,,,,,,,,,,88.5,,,,южный,,,3,,,,,,,,,,,,754.0,9.4,,,,,,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,86.2,,,,южный,,,3,,,,,,,,,,,50.0,754.0,10.1,,,,,10.0,,
1599948000,"Суббота, 12 сентября
22:00 (UTC)",,,,,,,,,,,87.3,,,,южный,,,3,,,,,,,,,,,,754.0,9.7,,,,,,,
1599951600,"Суббота, 12 сентября
23:00 (UTC)",,,,,,,,,,,87.4,,,,южный,,,4,,,,,,,,,,,,754.0,10.0,,,,,,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,83.4,,,,южный,,,4,,,,,,,,,,,50.0,753.0,10.5,,,,,10.0,,
1599958800,"Воскресенье, 13 сентября
01:00 (UTC)",,,,,,,,,,,85.6,,,,южный,,,4,,,,,,,,,,,,753.0,9.6,,,,,,,
1599962400,"Воскресенье, 13 сентября
02:00 (UTC)",,,,,,,,,,,89.7,,,,южный,,,4,,,,,,,,,,,,752.0,8.6,,,,,,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,,89.1,,8.5,,южный,,,4,,,0,,,,0,,,,30.0,752.0,8.5,,,,,10.0,,
1599969600,"Воскресенье, 13 сентября
04:00 (UTC)",,,,,,,,,,,89.1,,,,южный,,,4,,,,,,,,,,,,751.0,8.8,,,,,,,
1599973200,"Воскресенье, 13 сентября
05:00 (UTC)",,,,,,,,,,,81.1,,,,южный,,,4,,,,,,,,,,,,751.0,10.5,,,,,,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,73.5,,8.3,,южный,,,5,,,,,,,,,,,30.0,750.0,12.2,,,,,6.0,,
1599980400,"Воскресенье, 13 сентября
07:00 (UTC)",,,,,,,,,,,68.0,,,,южный,,,5,,,,,,,,,,,,749.0,14.0,,,,,,,
1599984000,"Воскресенье, 13 сентября
08:00 (UTC)",,,,,,,,,,,65.1,,,,южный,,,6,,,,,,,,,,,,748.0,14.9,,,,,,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,11.0,,,,,,,,,73.5,,,,южный,,,6,,,,,,,,,,,30.0,747.0,12.2,,,,,9.0,,
1599991200,"Воскресенье, 13 сентября
10:00 (UTC)",,,,,,,,,,,64.4,,,,южный,,,6,,,,,,,,,,,,747.0,16.0,,,,,,,
1599994800,"Воскресенье, 13 сентября
11:00 (UTC)",,,,,,,,,,,84.9,,,,южный,,,4,,,,,,,,,,,,747.0,14.1,,,,,,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,13.0,True,,,,,,,,94.3,,,,южный,,,4,,,,,,,,,,,30.0,747.0,13.5,,,,,10.0,,
1600002000,"Воскресенье, 13 сентября
13:00 (UTC)",,,,,,,,,,,95.5,,,,юго-западный,,,4,,,,,,,,,,,,747.0,13.4,,,,,,,
1600005600,"Воскресенье, 13 сентября
14:00 (UTC)",,,,,,,,,,,93.7,,,,юго-западный,,,4,,,,,,,,,,,,747.0,13.6,,,,,,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,10.0,,,,,,,,,93.7,,,,юго-западный,,16.1,3,,,3,,,,,,,,30.0,746.0,13.2,,,True,,10.0,,
