timestamp,date,Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Ливневой дождь со снегом слабый,"Высота снежного покрова, см",В окрестности станции тумана нет,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Морось (незамерзающая) слабая с перерывами,Ливневый дождь,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) умеренный непрерывный
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,12.3,84.1,,,,,,северо-западный,1.0,,,1.0,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,12.8,77.7,,,,,,северный,7.0,,,2.0,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,759,,,14.9,73.0,,,10.9,,,северо-западный,9.0,,,2.0,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,16.7,66.8,,,,,,юго-западный,9.0,,,1.0,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,19.4,56.0,,,,,,юго-восточный,9.0,,,2.0,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,18.4,58.4,,,,,,юго-восточный,9.0,,,4.0,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,759,,,16.4,65.8,,,,,,юго-восточный,9.0,,21.5,2.0,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,760,,,14.8,82.8,,,,,,юго-восточный,10.0,,,2.0,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,759,,,13.8,90.1,,,,,,северный,10.0,,,1.0,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,759,,,13.0,91.2,,,,,,,10.0,,,0.0,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,12,,,,,,12,,,,,,,,,2.0,758,,True,13.2,93.0,,,13.0,,,,10.0,,,0.0,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,757,,True,13.4,89.4,,,,,,юго-восточный,10.0,,,4.0,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,10.0,756,,True,12.0,90.5,,,,,,юго-восточный,10.0,,,5.0,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,4.0,754,,True,11.4,89.9,,,,,,восточный,10.0,,,3.0,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,24,,,,,,,,,,True,,,,,2.0,753,,,11.1,89.9,,,,,,северо-восточный,10.0,,13.9,1.0,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,753,,,11.3,90.5,,,,,,северный,10.0,,,3.0,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,753,,,11.4,88.7,,,,True,,северный,10.0,,,1.0,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,10.7,82.8,,,,True,,северо-западный,7.0,,,2.0,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,2,,,,,,26,,,,,,,,,50.0,755,,,13.8,72.8,,,10.6,,,,6.0,,,0.0,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,17.3,51.4,,,,,,юго-западный,2.0,,,1.0,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,21.5,52.6,,,,,,южный,7.0,,,1.0,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,19.0,57.4,,,,,,юго-восточный,2.0,,,4.0,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,758,,,14.7,73.9,,,,,,южный,2.0,,23.2,1.0,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,760,,True,13.1,86.5,,,,,,юго-восточный,10.0,,,2.0,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,760,,,12.0,89.9,,,,True,,,7.0,,,0.0,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,761,,,11.2,91.7,,,,,,,10.0,,,0.0,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,1,,,,True,,1,,,,,,,,,10.0,762,,,12.7,88.8,,,10.8,,,северный,10.0,,,1.0,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,762,,,16.6,72.3,,,,True,,западный,7.0,,,2.0,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,761,,,19.3,59.4,,,,,,юго-восточный,1.0,,,1.0,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,17.3,67.8,,,,,,юго-восточный,1.0,,,2.0,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,761,,,13.4,83.7,,,,,,юго-восточный,2.0,,19.3,3.0,
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,761,,,12.1,86.4,,,,,,юго-восточный,5.0,,,1.0,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,761,,,12.6,87.0,,,,,,северо-восточный,10.0,,,1.0,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,760,,,12.1,88.7,,,,,,северо-западный,10.0,,,1.0,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,0,,,,True,,0,,,,,,,,,10.0,760,,,12.7,83.6,,,11.9,,,северо-западный,9.0,,,2.0,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,760,,,15.7,75.6,,,,,,северо-западный,10.0,,,1.0,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,759,,,14.3,81.1,,,,,,юго-восточный,10.0,,,3.0,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,758,,,15.1,73.5,,,,,,юго-восточный,7.0,,,4.0,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,20.0,759,,,13.2,79.9,,,,,,юго-восточный,10.0,,16.6,3.0,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,759,,,12.9,79.8,,,,,,юго-восточный,10.0,,,2.0,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,759,,,12.5,84.7,,,,,,юго-восточный,10.0,,,1.0,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,759,,,12.4,88.2,,,,,,северный,10.0,,,1.0,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,0,,,,True,,0,,,,,,,,,10.0,760,,,13.7,84.9,,,12.3,,,северо-западный,10.0,,,2.0,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,759,,,15.3,75.0,,,,,,,10.0,,,0.0,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,759,,,14.9,78.0,,,,,,южный,10.0,,,2.0,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,15.9,73.6,,,,,,южный,7.0,,,2.0,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,20.0,758,,,13.3,84.3,,,,,,,9.0,,18.2,0.0,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,11.9,89.9,,,,,,северный,7.0,,,1.0,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,757,,,12.7,88.2,,,,,,северо-западный,10.0,,,1.0,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,756,,,12.3,90.0,,,,,,,10.0,,,0.0,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,менее 0.1,,,,,,менее 0.1,,,,,,,,,10.0,755,,,12.1,83.6,True,,11.9,,,юго-восточный,10.0,,,3.0,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,10.0,,,,,,,,,,,,,,True,,,,,10.0,754,,,11.5,85.8,,,11.3,,,юго-восточный,10.0,,,3.0,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,752,,True,10.9,90.5,,,,,,юго-восточный,10.0,,,2.0,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,15.0,,,,,,,,,,,,,,,,,,,2.0,749,,True,10.6,91.7,,,,,,восточный,10.0,,,4.0,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,16.0,,,,24,,,,,,,,,,,,,,,2.0,748,,True,11.1,86.3,,,,,,восточный,10.0,,12.2,6.0,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,16.0,,,,,,,,,,,,,,,,,,,2.0,745,,True,10.8,86.9,,,,,,восточный,10.0,,,2.0,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,15.0,,,,,,,,,,,,,,True,,,,,4.0,743,,,11.1,84.0,,,,,,восточный,10.0,,,5.0,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,17.0,,,,,,,,,,,,,,True,,,,,10.0,741,,,12.0,72.9,,,,,,восточный,10.0,,,4.0,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,20.0,,,,14,,,,,,38,,,,True,,,,,10.0,742,,,11.0,87.5,,,10.7,,,северный,10.0,,,3.0,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,11.0,,,,,,,,,,,,,,True,,,,,10.0,743,,,11.5,89.3,,,,,,,10.0,,,0.0,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,744,,,11.6,87.5,,,,,,,10.0,,,0.0,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,745,,,12.4,84.1,,,,,,юго-восточный,10.0,,,1.0,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,5,,,,,,,,,,,,,,,20.0,748,,,13.0,70.2,,,,True,,восточный,10.0,,13.0,3.0,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,749,,,12.2,76.5,,,,True,,,10.0,,,0.0,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,751,,,11.9,78.6,,,,,,юго-восточный,10.0,,,1.0,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,752,,,11.5,85.8,,,,,,,10.0,,,0.0,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,0,,,,,,5,,,,,,,,,50.0,753,,,12.4,84.1,,,11.3,,,,10.0,,,0.0,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,754,,,15.7,72.6,,,,,,,10.0,,,0.0,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,14.7,70.0,,,,,,юго-восточный,10.0,,,2.0,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,13.2,81.5,,,,,,юго-восточный,10.0,,,3.0,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,True,,,,,,50.0,756,,,12.3,81.4,,,,,,юго-восточный,10.0,,15.8,3.0,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,20.0,757,,,11.5,80.7,,,,,,юго-восточный,9.0,,,2.0,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,11.8,83.5,,,,,,северный,7.0,,,2.0,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,11.1,89.9,,,,,,северный,5.0,,,2.0,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,менее 0.1,,,,True,,менее 0.1,,,,,,,,,50.0,758,,,14.0,81.0,,,11.1,,,северо-западный,1.0,,,3.0,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,16.5,71.3,,,,,,южный,2.0,,,1.0,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,17.0,69.1,,,,,,юго-восточный,1.0,,,2.0,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,759,,,14.8,76.4,,,,,,юго-восточный,4.0,,,4.0,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,0,,,,True,,,,,,,,,,,10.0,759,,,12.3,85.8,,,,,,юго-восточный,7.0,,19.4,2.0,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,760,,,11.3,88.1,,,,,,юго-восточный,10.0,,,1.0,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,759,,,11.0,87.5,,,,,,восточный,10.0,,,1.0,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,759,,,11.3,85.2,,,,,,,10.0,,,0.0,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,10.0,758,,,11.8,82.4,,,11.0,,,юго-восточный,10.0,,,3.0,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,758,,,11.9,81.3,,,,,,юго-восточный,10.0,,,3.0,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,756,,,12.7,77.7,,,,,,юго-восточный,10.0,,,2.0,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,2.0,756,,,10.7,89.8,,,,,,юго-восточный,10.0,,,3.0,
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,1,,,,,,,,,,True,,,,,10.0,755,,,10.4,85.6,,,,,,юго-восточный,10.0,,12.8,3.0,
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,754,,,10.3,86.8,,,,,,юго-восточный,10.0,,,3.0,
1597244400,"Среда, 12 августа
15:00 (UTC)",,,11.0,,,,,,,,,,,,,,True,,,,,4.0,753,,,10.1,88.0,,,,,,юго-восточный,10.0,,,5.0,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,2.0,752,,True,9.8,89.2,,,,,,юго-восточный,10.0,,,2.0,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,12.0,,,,12,,,,,,13,,,,True,,,,,20.0,752,,,10.1,83.9,,,9.7,,,восточный,10.0,,,4.0,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,15.0,,,,,,,,,,,,,,True,,,,,20.0,751,,,11.1,74.3,,,,,,северо-восточный,10.0,,,4.0,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,14.0,,,,,,,,,,,,,,True,,,,,20.0,751,,,12.5,64.1,,,,,,северо-восточный,10.0,,,3.0,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,23.0,,,,,,,,,,,,,,True,,,,,20.0,750,,,11.7,65.3,,,,,,восточный,10.0,,,4.0,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,17.0,,,,4,,,,,,,,,,True,,,,,20.0,751,,,11.5,64.8,,,,,,северо-восточный,10.0,,12.8,6.0,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,18.0,,,,,,,,,,,,,,True,,,,,20.0,751,,,11.7,62.2,,,,,,восточный,10.0,,,5.0,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,18.0,,,,,,,,,,,,,,,,,,,20.0,751,,,10.2,82.2,,,,True,,северный,10.0,,,3.0,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,751,,,10.4,72.1,,,,,,северный,10.0,,,1.0,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,0.3,,,,,,4,,,,True,,,,,20.0,753,,,11.0,82.3,,,10.0,,,северо-западный,10.0,,,2.0,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,753,,,12.0,73.4,,,,,,южный,10.0,,,1.0,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,753,,,13.6,62.6,,,,True,,восточный,10.0,,,1.0,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,753,,,13.1,73.6,,,,True,,северо-западный,10.0,,,1.0,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,0.3,,,,,,,,,,,,,,,20.0,754,,,12.7,68.2,,,,,,восточный,10.0,,13.7,2.0,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,755,,,12.0,73.9,,,,,,восточный,10.0,,,2.0,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,11.4,80.1,,,,True,,северо-восточный,10.0,,,1.0,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,11.1,77.4,,,,True,,северный,10.0,,,2.0,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,менее 0.1,,,,,,0.3,,,,,,,,,20.0,756,,,11.8,80.2,,,10.8,,,юго-восточный,9.0,,,1.0,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,20.0,756,,,13.1,72.1,,,,,,,10.0,,,0.0,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,15.4,65.6,,,,,,,10.0,,,0.0,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,13.9,78.9,,,,True,,восточный,10.0,,,1.0,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,,,,,,20.0,755,,,12.8,82.5,,,,,,юго-восточный,9.0,,15.8,2.0,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,754,,,12.9,82.5,,,,,,юго-восточный,10.0,,,1.0,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,754,,,12.5,87.0,,,,True,,,10.0,,,0.0,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,753,,,12.1,90.5,,,,,,северный,10.0,,,1.0,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,0.7,,,,,,0.7,,,True,,,,,,20.0,754,,,12.4,90.0,,,12.1,,,юго-восточный,10.0,,,2.0,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,754,,,14.7,79.5,,,,True,,юго-восточный,10.0,,,1.0,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,753,,,16.6,73.3,,,,,,юго-восточный,9.0,,,3.0,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,753,,,13.6,79.4,,,,,,юго-восточный,10.0,,,5.0,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,10.0,,,,менее 0.1,,,,,,,,,,True,,,,,10.0,754,,,11.4,86.3,,,,,,юго-восточный,10.0,,18.2,3.0,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,754,,,11.0,87.5,,,,True,,юго-восточный,10.0,,,2.0,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,754,,,10.7,89.8,,,,,,южный,10.0,,,1.0,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,4.0,754,,,10.4,92.3,,,,,,северный,9.0,,,1.0,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,менее 0.1,,,,,,менее 0.1,,,,,,,,,0.0,755,True,,11.3,92.9,,,10.0,,,,,,,0.0,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,754,,,15.4,75.5,,,,,,юго-западный,4.0,,,1.0,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,17.2,68.7,,,,,,юго-восточный,2.0,,,2.0,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,16.0,71.2,,,,,,юго-восточный,4.0,,,4.0,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,756,,,14.0,76.3,,,,,,юго-восточный,9.0,,18.0,2.0,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,12.7,83.6,,,,,,южный,7.0,,,1.0,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,12.0,88.1,,,,,,юго-восточный,9.0,,,1.0,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,758,,,11.8,89.9,,,,,,юго-восточный,10.0,,,1.0,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,0,,,,True,,0,,,,,,,,,10.0,758,,,12.8,87.6,,,11.8,,,,10.0,,,0.0,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,759,,,15.6,80.2,,,,,,,10.0,,,0.0,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,759,,,15.0,78.0,,,,,,юго-восточный,10.0,,,4.0,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,759,,,15.2,75.0,,,,,,юго-восточный,9.0,,,4.0,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,0,,,,True,,,,,,,,,,,20.0,759,,,11.6,88.7,,,,,,юго-восточный,6.0,,17.1,3.0,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,759,,,11.5,89.3,,,,,,юго-восточный,10.0,,,4.0,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,759,,,10.9,89.9,,,,,,юго-восточный,10.0,,,2.0,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,759,,,10.6,88.6,,,,,,юго-восточный,10.0,,,1.0,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,0,,,,True,,0,,,,,,,,,10.0,759,,,11.5,86.9,,,10.4,,,юго-восточный,10.0,,,3.0,
1597795200,"Среда, 19 августа
00:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,758,,,14.2,73.3,,,,,,юго-восточный,10.0,,,3.0,
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,13.3,70.7,,,,,,юго-восточный,10.0,,,4.0,
1597816800,"Среда, 19 августа
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,True,,,,,20.0,757,,,11.7,81.3,,,,,,юго-восточный,10.0,,,4.0,
1597827600,"Среда, 19 августа
09:00 (UTC)",,,10.0,,,,3,,,,,,,,,,True,,,,,4.0,757,,,10.5,91.0,,,,,,юго-восточный,10.0,,14.5,3.0,
1597838400,"Среда, 19 августа
12:00 (UTC)",,,10.0,,,,,,,,,,,,,,True,,,,,4.0,756,,,10.2,89.8,,,,,,юго-восточный,10.0,,,5.0,
1597849200,"Среда, 19 августа
15:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,4.0,755,,True,10.1,91.6,,,,,,юго-восточный,10.0,,,5.0,
1597860000,"Среда, 19 августа
18:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,4.0,754,,True,10.0,91.6,,,,,,юго-восточный,10.0,,,6.0,
1597870800,"Среда, 19 августа
21:00 (UTC)",,,11.0,,,,16,,,,,,19,,,,True,,,,,4.0,753,,,10.2,92.3,,,10.0,,,юго-восточный,10.0,,,5.0,
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,2.0,751,,True,10.5,92.3,,,,,,юго-восточный,10.0,,,5.0,
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,12.0,,,,,,,,,,,,,,True,,,,,2.0,750,,,10.9,92.3,,,,,,юго-восточный,10.0,,,3.0,
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,20.0,749,,,13.0,87.7,,,,,,западный,10.0,,,1.0,
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,11,,,,,,,,,,,,,,,20.0,748,,,11.4,89.3,,,,,,северо-западный,7.0,,14.3,2.0,
