timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,"Осадки за 12 часов, мм","Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,,,,,77.2,,,северный,,,1.0,,,,,,,,,,,50,743,,,,16.4,,,,,0.0,,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,95.0,,,южный,,,1.0,,,,,,,,,,,50,743,,,,15.1,,,,,0.0,,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,True,,,,,,,,97.4,,13.5,юго-восточный,,,4.0,,,0,,,,0,,,,10,742,,,,13.6,,,,,7.0,,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,True,,,,,,,,99.4,,,южный,,,6.0,,,,,,,,,,,20,743,,,,15.5,,,,,10.0,,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,14.0,,,,,,,,,,92.0,,,южный,,,9.0,,,,,,,,,,,20,742,,,,16.5,,,,,10.0,,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,14.0,,,,,,,,,,94.4,,,юго-восточный,,,10.0,,,,,,,,,,,20,741,,,,16.2,,,,,10.0,,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,16.0,,,,,,True,,,,87.4,,,южный,,16.7,11.0,,,менее 0.1,,,,,,,,20,741,,,,16.6,,,,,10.0,,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,16.0,True,,,,,,,,,99.4,,,юго-восточный,,,11.0,,,,,,,,,,,10,740,,,,15.9,,,,,10.0,,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,20.0,True,,,,,,,,,98.7,,,юго-восточный,,,12.0,,,,,,,,,,,10,739,,,,16.1,,,,,10.0,,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,21.0,True,,,,,,,,,98.7,,,юго-восточный,,,14.0,,,,,,,,,,,10,738,,,,16.0,,,,,10.0,,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,20.0,,,,,,,,,,98.7,,15.7,южный,,,15.0,,,19,,,,19,,,,4,738,True,,,16.3,,,,,10.0,,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,20.0,,,,,,True,,,,100.0,,,юго-восточный,,,10.0,,,,,,,,,,,0,738,,,,16.1,,,,,,,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,15.0,,,,,,,,,,100.0,,,южный,,,10.0,,,,,,,,,,True,0,737,,,,16.6,,,,,,,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,16.0,,,,,,,,,,100.0,,,южный,,,9.0,,,,,,,,,,,1,737,,,,16.2,,,,,,True,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,13.0,,,,,,,,,,98.7,,,юго-восточный,,16.6,7.0,,,9,,,,,,,,20,737,,,,15.7,,,True,,10.0,,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,12.0,,,,,,,,,,98.1,,,юго-восточный,,,7.0,,,,,,,,,,,20,738,,,,15.6,,,True,,10.0,,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,12.0,True,,,,,,,,,98.7,,,юго-восточный,,,5.0,,,,,,,,,,,10,738,,,,15.4,,,,,10.0,,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,99.4,,,юго-западный,,,1.0,,,,,,,,,,,10,738,,,,15.0,,,True,,10.0,,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,100.0,,14.8,юго-западный,,,2.0,,,1,,,,10,,,True,1,738,,,,15.1,,,,,,,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,98.1,,,южный,,,2.0,,,,,,,,,,,10,738,,,,15.6,,,True,,10.0,,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,,,,,89.8,,,южный,,,5.0,,,,,,,,,,,50,737,,,,17.9,,,,,7.0,,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,12.0,,,,,,,,,,63.0,,,юго-западный,,,7.0,,,,,,,,,,,50,737,,,,19.2,,,,,4.0,,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,13.0,,,,,,,,,,71.6,,,юго-западный,,19.8,4.0,,,0,,,,,,,,50,738,,,,17.7,,,,,4.0,,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,70.4,,,юго-западный,,,4.0,,,,,,,,,,,50,739,,,,16.5,,,,,6.0,,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,,,77.0,,,юго-западный,,,3.0,,,,,,,,,,,50,739,,,,15.4,,,,,2.0,,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,75.5,,,юго-западный,,,4.0,,,,,,,,,,,50,739,,,,15.5,,,,,6.0,,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,77.5,,15.0,юго-западный,,,4.0,,,0,,,,0,,,,50,739,,,,15.0,,,,,9.0,,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,,75.1,,14.8,юго-западный,,,5.0,,,,,,,,,,,50,740,,,,15.9,,,,,7.0,,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,,,63.3,,,западный,,,2.0,,,,,,,,,,,50,740,,,,18.5,,,,,9.0,,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,,,82.1,,,северный,,,5.0,,,,,,,,True,,,50,739,,,,14.0,,,,,10.0,,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",True,13.0,,,,,,,,,,98.7,,,северный,,19.9,3.0,,,4,,,,,,,,50,741,,,,14.1,,,,,9.0,,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,,,90.1,,,северо-западный,,,1.0,,,,,,,,,,,50,741,,,,14.2,,,True,,7.0,,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,,,,,98.7,,,северный,,,2.0,,,,,,,,,,,50,741,,,,13.5,,,,,9.0,,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,91.8,,,северный,,,3.0,,,,,,,,,,,50,742,,,,13.0,,,,,9.0,,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,96.8,,12.0,северный,,,5.0,,,2,,,,5,True,,,50,742,,,,12.0,,,,,10.0,,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,,97.4,,11.8,северный,,,6.0,,,,,,,,True,,,50,743,,,,12.6,,,,,10.0,,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,,,89.0,,,северный,,,5.0,,,,,,,,,,,50,743,,,,14.8,,,True,,9.0,,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,71.9,,,северный,,,6.0,,,,,,,,,,,50,743,,,,16.7,,,True,,6.0,,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,11.0,,,,,,,,,,83.4,,,северный,,17.0,5.0,,,2,,,,,,,,50,744,,,,15.1,,,,,7.0,,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,,,,,87.8,,,северный,,,4.0,,,,,,,,,,,50,745,,,,14.1,,,,,7.0,,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,,,,,,,,,97.4,,,северный,,,5.0,,,,,,,,,,,50,745,,,,12.7,,,,,6.0,,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,,,98.7,,,северный,,,4.0,,,,,,,,,,,50,746,,,,12.0,,,,,2.0,,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,100.0,,11.3,северный,,,4.0,,,0,,,,2,,,,50,747,,,,11.3,,,,,4.0,,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,82.1,,,северный,,,5.0,,,,,,,,,,,50,747,,,,13.7,,,,,2.0,,
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,,,,,65.1,,,северный,,,6.0,,,,,,,,,,,50,747,,,,16.8,,,,,4.0,,
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,,,70.5,,,северный,,,5.0,,,,,,,,,,,50,747,,,,16.8,,,,,7.0,,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,,,62.5,,,северный,,18.2,4.0,,,0,,,,,,,,50,748,,,,16.8,,,,,6.0,,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,,,,,,,,,72.0,,,северо-восточный,,,4.0,,,,,,,,,,,50,748,,,,14.8,,,,,4.0,,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,,,,,,,96.1,,,северный,,,4.0,,,,,,,,,,,50,749,,,,12.8,,,,,7.0,,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,,,,,98.7,,,северный,,,3.0,,,,,,,,,,,50,749,,,,12.1,,,,,7.0,,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,,98.7,,11.3,северный,,,2.0,,,0,,,,0,,,,50,750,,,,11.3,,,,,6.0,,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,,91.8,,11.1,северный,,,1.0,,,,,,,,,,,50,750,,,,13.3,,,,,2.0,,
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,,,,,,,,,75.8,,,южный,,,4.0,,,,,,,,,,,50,750,,,,17.2,,,,,9.0,,
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,,,,,,,,,,77.4,,,южный,,,6.0,,,,,,,,,,,50,749,,,,17.5,,,,,6.0,,
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,,,,,,86.7,,,южный,,17.9,5.0,,,0,,,,,,,,50,749,,,,15.1,,,,,9.0,,
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,,,,,,,,,,96.2,,,южный,,,4.0,,,,,,,,,,,50,750,,,,14.1,,,,,2.0,,
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,,,,,,,,,,94.3,,,южный,,,4.0,,,,,,,,,,,50,750,,,,14.5,,,,,7.0,,
1600797600,"Вторник, 22 сентября
18:00 (UTC)",,,,,,,,,,,,96.2,,,южный,,,2.0,,,,,,,,,,,50,750,,,,14.3,,,,,7.0,,
1600808400,"Вторник, 22 сентября
21:00 (UTC)",,,,,,,,,,,,95.6,,14.1,южный,,,5.0,,,менее 0.1,,,,менее 0.1,True,,,50,750,,,,14.4,,,,,10.0,,
1600819200,"Среда, 23 сентября
00:00 (UTC)",,,,,,,,,,,,87.3,,,южный,,,6.0,,,,,,,,,,,50,751,,,,15.6,,,True,,7.0,,
1600830000,"Среда, 23 сентября
03:00 (UTC)",,,,,,,,,,,,67.0,,,южный,,,5.0,,,,,,,,,,,50,751,,,,17.9,,,,,4.0,,
1600840800,"Среда, 23 сентября
06:00 (UTC)",,,,,,,,,,,,69.8,,,южный,,,5.0,,,,,,,,,,,50,750,,,,18.4,,,,,2.0,,
1600851600,"Среда, 23 сентября
09:00 (UTC)",,,,,,,,,,,,86.1,,,южный,,18.8,5.0,,,менее 0.1,,,,,,,,50,750,,,,15.2,,,,,2.0,,
1600862400,"Среда, 23 сентября
12:00 (UTC)",,,,,,,,,,,,96.8,,,южный,,,3.0,,,,,,,,,,,50,751,,,,14.3,,,,,6.0,,
1600873200,"Среда, 23 сентября
15:00 (UTC)",,,,,,,,,,,,96.8,,,юго-западный,,,2.0,,,,,,,,,,,50,750,,,,14.5,,,,,7.0,,
1600884000,"Среда, 23 сентября
18:00 (UTC)",,,,,,,,,,,,98.7,,,северный,,,2.0,,,,,,,,,,,50,750,,,,14.1,,,,,9.0,,
1600894800,"Среда, 23 сентября
21:00 (UTC)",,,,,,,,,,,,97.4,,13.2,северный,,,3.0,,,0,,,,менее 0.1,,,,20,750,,,,13.3,,,,,10.0,,
1600905600,"Четверг, 24 сентября
00:00 (UTC)",,,,,,,,,,,,81.8,,,северный,,,2.0,,,,,,,,,,,50,751,,,,15.5,,,True,,2.0,,
1600916400,"Четверг, 24 сентября
03:00 (UTC)",,,,,,,,,,,,75.8,,,северный,,,4.0,,,,,,,,,,,50,749,,,,16.8,,,,,7.0,,
1600927200,"Четверг, 24 сентября
06:00 (UTC)",,,,,,,,,,,,61.5,,,юго-западный,,,3.0,,,,,,,,,,,50,748,,,,19.5,,,,,7.0,,
1600938000,"Четверг, 24 сентября
09:00 (UTC)",,,,,,,,,,,,75.2,,,южный,,19.6,6.0,,,0,,,,,,,,50,749,,,,16.2,,,,,9.0,,
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,,,,,,,,86.7,,,западный,,,1.0,,,,,,,,,,,50,749,,,,15.2,,,,,9.0,,
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,,,,,,,,,,87.2,,,северный,,,2.0,,,,,,,,,,,50,748,,,,14.8,,,,,7.0,,
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,,,,,,,,,,85.0,,,северный,,,3.0,,,,,,,,,,,50,748,,,,14.7,,,,,7.0,,
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,,,,,,97.4,,13.3,северный,,,4.0,,,0,,,,0,,,,50,748,,,,13.3,,,,,7.0,,
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,,,,,,,,91.9,,13.2,северный,,,4.0,,,,,,,,,,,50,748,,,,14.7,,,,,9.0,,
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,,,,,,,,,,74.9,,,северный,,,4.0,,,,,,,,,,,50,748,,,,17.6,,,,,7.0,,
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,,,,,,,,,,53.5,,,северный,,,3.0,,,,,,,,,,,50,747,,,,19.8,,,,,4.0,,
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,,,True,,,,,,,67.9,,,северный,,20.3,4.0,,,менее 0.1,,,,,,,,50,747,,,,17.9,,,,,9.0,,
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,10.0,,,,,,,,,,93.2,,,юго-восточный,,,4.0,,,,,,,,,,,50,747,,,,15.5,,,True,,6.0,,
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,,,,,,,,,,,95.6,,,северный,,,4.0,,,,,,,,,,,50,747,,,,15.2,,,,,4.0,,
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,,,,,,,,,,,,,северный,,,5.0,,,,,,,,,,,50,747,,,,13.0,,,,,4.0,,
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,,,,,,99.4,,12.7,северный,,,5.0,,,0,,,,менее 0.1,,,,50,747,,,,12.7,,,,,9.0,,
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,11.0,,,,,,,,,,90.7,,12.6,северный,,,6.0,,,,,,,,,,,50,748,,,,13.9,,,,,9.0,,
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,12.0,,,,,,,,,,63.1,,,северный,,,7.0,,,,,,,,,,,50,748,,,,17.7,,,,,9.0,,
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,14.0,,,,,,,,,,51.0,,,северо-восточный,,,3.0,,,,,,,,,,,50,747,,,,19.7,,,,,6.0,,
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,10.0,,,,,,,,,,54.9,,,северный,,19.8,4.0,,,0,,,,,,,,50,748,,,,18.0,,,,,2.0,,
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,,,,,,,,,,,81.7,,,северо-восточный,,,2.0,,,,,,,,,,,50,748,,,,15.1,,,,,2.0,,
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,,,,,,,,,,,96.1,,,северный,,,4.0,,,,,,,,,,,50,748,,,,12.8,,,,,6.0,,
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,,,,,,,,,,,97.4,,,северный,,,5.0,,,,,,,,,,,50,748,,,,11.8,,,,,2.0,,
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,,,,,,,,,,,98.7,,10.8,северный,,,6.0,,,0,,,,0,,,,50,748,,,,10.8,,,,,0.0,,
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,10.0,,,,,,,,,,86.4,,10.5,северный,,,5.0,,,,,,,,,,,50,749,,,,12.2,,,,,0.0,,
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,,,,,,,,,,,65.8,,,северный,,,5.0,,,,,,,,,,,50,748,,,,16.0,,,,,1.0,,
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,,,,,,,,,,,54.6,,,северный,,,5.0,,,,,,,,,,,50,747,,,,18.4,,,,,1.0,,
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,,,,,,,,,,,60.1,,,северо-восточный,,18.8,3.0,,,0,,,,,,,,50,746,,,,17.1,,,,,2.0,,
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,,,,,,,,,,,81.7,,,юго-западный,,,4.0,,,,,,,,,,,50,747,,,,14.9,,,,,0.0,,
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,,,,,,,,,,,85.4,,,южный,,,3.0,,,,,,,,,,,50,747,,,,13.6,,,,,0.0,,
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,,,,,,,,,,,88.9,,,южный,,,4.0,,,,,,,,,,,50,746,,,,13.5,,,,,0.0,,
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,,,,,,,,,,,98.7,,13.3,юго-восточный,,,5.0,,,0,,,,0,,,,50,746,,,,13.8,,,,,2.0,,
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,,,,,,,,,,,88.5,,,южный,,,6.0,,,,,,,,,,,50,746,,,,15.8,,,,,9.0,,
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,11.0,,,,,,,,,,79.4,,,южный,,,7.0,,,,,,,,,,,50,745,,,,17.7,,,,,7.0,,
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,12.0,,,,,,,,,,82.0,,,южный,,,7.0,,,,,,,,,,,50,743,,,,17.6,,,,,7.0,,
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,13.0,,,,,,,,,,95.0,,,южный,,17.9,6.0,,,0,,,,,,,,50,743,,,,15.9,,,,,9.0,,
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,,,,,,,,,,96.2,,,южный,,,6.0,,,,,,,,,,,50,743,,,,16.0,,,,,7.0,,
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,,,,,,,,,,95.6,,,южный,,,7.0,,,,,,,,,,,50,742,,,,15.8,,,,,9.0,,
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,,,,,,,,,,97.5,,,южный,,,4.0,,,,,,,,,,,50,741,,,,15.5,,,,,7.0,,
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,,,,,,,,,,96.8,,14.0,северный,,,5.0,,,0,,,,0,,,,50,742,,,,14.0,,,,,10.0,,
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,16.0,,,,,,,,,,89.8,,10.5,северный,,,9.0,,,,,,,,True,,,50,742,,,,10.5,,,,,9.0,,
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,15.0,,,,,,,,,,79.1,,,северный,,,7.0,,,,,,,,,,,50,742,,,,11.9,,,True,,10.0,,
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,11.0,,,,,,,,,,68.4,,,северный,,,5.0,,,,,,,,,,,50,742,,,,13.3,,,True,,9.0,,
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,,,,,,,,,,,61.8,,,северо-восточный,,14.2,4.0,,,менее 0.1,,,,,,,,50,742,,,,14.0,,,,,9.0,,
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,,,,,,,,,,,72.0,,,северный,,,3.0,,,,,,,,,,,50,743,,,,12.3,,,,,9.0,,
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,,,,,,,,,,,81.8,,,северный,,,4.0,,,,,,,,,,,50,744,,,,11.3,,,,,6.0,,
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,,,,,,,,,,,81.0,,,северный,,,5.0,,,,,,,,,,,50,744,,,,9.9,,,,,6.0,,
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,,,,,,,,,,,79.9,,9.3,северный,,,5.0,,,0,,,,менее 0.1,,,,50,744,,,,9.4,,,,,7.0,,
1601424000,"Среда, 30 сентября
00:00 (UTC)",,12.0,,,,,,,,,,72.1,,9.0,северный,,,7.0,,,,,,,,,,,50,745,,,,10.2,,,,,7.0,,
1601434800,"Среда, 30 сентября
03:00 (UTC)",,11.0,,,,,,,,,,69.0,,,северный,,,5.0,,,,,,,,,,,50,745,,,,13.9,,,,,7.0,,
1601445600,"Среда, 30 сентября
06:00 (UTC)",,12.0,,,,,,,,,,56.9,,,северный,,,7.0,,,,,,,,,,,50,743,,,,15.4,,,,,7.0,,
1601456400,"Среда, 30 сентября
09:00 (UTC)",,11.0,,,,,,,,,,58.2,,,северный,,15.8,6.0,,,0,,,,,,,,50,744,,,,14.2,,,,,4.0,,
1601467200,"Среда, 30 сентября
12:00 (UTC)",,11.0,,,,,,,,,,73.3,,,северный,,,4.0,,,,,,,,,,,50,744,,,,11.5,,,,,6.0,,
1601478000,"Среда, 30 сентября
15:00 (UTC)",,,,,,,,,,,,86.8,,,северный,,,6.0,,,,,,,,,,,50,745,,,,10.1,,,,,9.0,,
1601488800,"Среда, 30 сентября
18:00 (UTC)",,,,,,,,,,,,83.8,,,северный,,,7.0,,,,,,,,,,,50,745,,,,9.2,,,,,7.0,,
1601499600,"Среда, 30 сентября
21:00 (UTC)",,11.0,,,,,,,,,,86.0,,8.2,северный,,,7.0,,,0,,,,0,,,,50,745,,,,8.2,,,,,2.0,,
1601510400,"Четверг, 1 октября
00:00 (UTC)",,,,,,,,,,,,80.4,,8.0,северный,,,7.0,,,,,,,,,,,50,745,,,,9.6,,,,,0.0,,
1601521200,"Четверг, 1 октября
03:00 (UTC)",,,,,,,,,,,,60.0,,,северный,,,3.0,,,,,,,,,,,50,745,,,,14.9,,,,,2.0,,
1601532000,"Четверг, 1 октября
06:00 (UTC)",,,,,,,,,,,,51.6,,,южный,,,5.0,,,,,,,,,,,50,745,,,,16.6,,,,,2.0,,
1601542800,"Четверг, 1 октября
09:00 (UTC)",,,,,,,,,,,,76.3,,,южный,,17.1,6.0,,,0,,,,,,,,50,745,,,,13.9,,,,,7.0,,
1601553600,"Четверг, 1 октября
12:00 (UTC)",,10.0,,,,,,,,,,75.2,,,южный,,,8.0,,,,,,,,,,,50,745,,,,13.3,,,,,0.0,,
1601564400,"Четверг, 1 октября
15:00 (UTC)",,13.0,,,,,,,,,,79.9,,,южный,,,9.0,,,,,,,,,,,50,745,,,,13.6,,,,,7.0,,
1601575200,"Четверг, 1 октября
18:00 (UTC)",,13.0,,,,,,,,,,82.6,,,южный,,,9.0,,,,,,,,,,,50,745,,,,13.7,,,,,6.0,,
1601586000,"Четверг, 1 октября
21:00 (UTC)",,16.0,,,,,,,,,,82.5,,12.8,юго-восточный,,,11.0,,,0,,,,0,,,,50,744,,,,12.8,,,,,10.0,,
1601596800,"Пятница, 2 октября
00:00 (UTC)",,18.0,,,,,,,,,,97.4,,11.8,юго-восточный,,,10.0,,,,,,,,True,,,20,744,,,,11.8,,,,,10.0,,
1601607600,"Пятница, 2 октября
03:00 (UTC)",,19.0,,,,,,,,,,100.0,,,юго-восточный,,,13.0,,,,,,,,True,,,10,742,,,,12.4,,,,,10.0,,
1601618400,"Пятница, 2 октября
06:00 (UTC)",,22.0,,,,,,,,,,100.0,,,юго-восточный,,,11.0,,,,,,,,True,,,10,741,,,,12.9,,,,,10.0,,
1601629200,"Пятница, 2 октября
09:00 (UTC)",,17.0,,,,,,,,,,98.7,,,восточный,,13.1,5.0,,,20,,,,,,,,50,741,,,,13.0,,,True,,7.0,,
1601640000,"Пятница, 2 октября
12:00 (UTC)",,,,,,,,,,,,96.1,,,юго-восточный,,,2.0,,,,,,,,,,,50,742,,,,12.6,,,True,,4.0,,
1601650800,"Пятница, 2 октября
15:00 (UTC)",,,,,,,,,,,,97.4,,,западный,,,3.0,,,,,,,,,,,10,742,,,,12.8,,,True,,10.0,,
1601661600,"Пятница, 2 октября
18:00 (UTC)",,,,,,,,,,,,85.3,,,северо-западный,,,4.0,,,,,,,,,,,10,743,,,,12.1,,,True,,1.0,,
1601672400,"Пятница, 2 октября
21:00 (UTC)",,,,,,,,,,,,64.0,,11.4,северо-западный,,,5.0,,,0.3,,,,20,,,,50,743,,,,12.3,,,,,2.0,,
1601683200,"Суббота, 3 октября
00:00 (UTC)",,,,,,,,,,,,71.8,,11.2,юго-западный,,,4.0,,,,,,,,,,,50,743,,,,13.6,,,,,6.0,,
1601694000,"Суббота, 3 октября
03:00 (UTC)",,,,,,,,,,,,52.1,,,юго-западный,,,5.0,,,,,,,,,,,50,743,,,,15.6,,,,,0.0,,
1601704800,"Суббота, 3 октября
06:00 (UTC)",,12.0,,,,,,,,,,41.3,,,юго-западный,,,7.0,,,,,,,,,,,50,742,,,,17.6,,,,,2.0,,
1601715600,"Суббота, 3 октября
09:00 (UTC)",,12.0,,,,,,,,,,41.5,,,юго-западный,,17.7,5.0,,,0,,,,,,,,50,742,,,,16.2,,,,,2.0,,
1601726400,"Суббота, 3 октября
12:00 (UTC)",,11.0,,,,,,,,,,90.1,,,юго-западный,,,6.0,,,,,,,,,,,50,743,,,,14.1,,,,,0.0,,
1601737200,"Суббота, 3 октября
15:00 (UTC)",,,,,,,,,,,,96.8,,,юго-западный,,,3.0,,,,,,,,,,,50,743,,,,13.3,,,,,0.0,,
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,,,,,,,,,,98.0,,,юго-восточный,,,4.0,,,,,,,,,,,50,743,,,,12.3,,,,,0.0,,
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,,,,,97.4,,11.8,юго-восточный,,,4.0,,,0,,,,0,,,,50,742,,,,11.8,,,,,0.0,,
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,10.0,,,,,,,,,,88.4,,11.3,юго-восточный,,,8.0,,,,,,,,,,,50,741,,,,14.4,,,,,4.0,,
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,16.0,,,,,,,,,,78.6,,,юго-восточный,,,12.0,,,,,,,,,,,50,738,,,,15.5,,,,,7.0,,
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,24.0,,,,,,,,,,80.7,,,юго-восточный,,,14.0,,,,,,,,,,,50,735,,,,15.3,,,,,9.0,,
