timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман ослабел (небо не видно),Туман без изменений (небо не видно),Морось (незамерзающая) слабая непрерывная
1600938000,"Четверг, 24 сентября
09:00 (UTC)",,,,,,,,,,10,744,,,,22.4,27.4,,,,юго-восточный,0.0,,,,3.0,,,
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,,,,,,10,743,,,,24.4,21.3,,,,юго-восточный,0.0,,,,2.0,,,
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,0,,,,,,,10,743,,,,21.2,23.4,,,,юго-восточный,0.0,,,,2.0,,,
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,0,,,,,,,10,743,,,,16.5,34.0,,,,юго-восточный,0.0,,,24.8,4.0,,,
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,,,,10,743,,,,14.6,38.4,,,,восточный,0.0,,,,3.0,,,
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,,,,,,10,743,,,,12.8,49.5,,,,юго-восточный,0.0,,,,3.0,,,
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,0,,,0,,,,10,743,,,,11.2,55.8,,11.2,,юго-восточный,0.0,,,,3.0,,,
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,0,,,,,,,10,743,,,,15.9,45.4,,10.9,,юго-восточный,0.0,,,,3.0,,,
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,,,,,,,,10,743,,,,22.8,29.3,,,,юго-восточный,0.0,,,,5.0,,,
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,12.0,,,,,,,,10,742,,,,24.5,25.7,,,,юго-восточный,0.0,,,,5.0,,,
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,10.0,0,,,,,,,10,742,,,,21.8,27.6,,,,юго-восточный,0.0,,,,4.0,,,
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,0,,,,,,,10,742,,,,16.6,41.3,,,,восточный,0.0,,,24.9,4.0,,,
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,,,,10,742,,,,13.9,45.4,,,,восточный,0.0,,,,4.0,,,
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,,,,,,,,,10,742,,,,13.3,46.6,,,,восточный,0.0,,,,4.0,,,
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,,0,,,0,,,,10,742,,,,11.9,54.4,,11.4,,восточный,0.0,,,,4.0,,,
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,,0,,,,,,,10,742,,,,15.1,40.9,,11.4,,восточный,6.0,,,,5.0,,,
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,10.0,,,,,,,,10,741,,,,22.7,25.4,,,,восточный,2.0,,,,7.0,,,
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,14.0,,,,,,,,10,741,,,,25.8,15.7,,,,юго-восточный,2.0,,,,8.0,,,
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,15.0,0,,,,,,,10,741,,,,22.1,17.0,,,,юго-восточный,2.0,,,,10.0,,,
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,14.0,0,,,,,,,10,742,,,,17.2,52.5,,,,восточный,0.0,,,26.2,5.0,,,
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,10.0,,,,,,,,10,742,,,,16.8,42.5,,,,юго-восточный,0.0,,,,6.0,,,
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,11.0,,,,,,,,10,742,,,,15.7,35.8,,,,юго-восточный,0.0,,,,8.0,,,
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,12.0,0,,,0,,,,10,743,,,,13.1,45.2,,13.1,,юго-восточный,2.0,,,,8.0,,,
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,13.0,0,,,,,,,10,743,,,,13.8,40.5,,12.3,,юго-восточный,5.0,,,,9.0,,,
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,14.0,,,,,,,,10,744,,,,18.9,34.0,,,,юго-восточный,7.0,,,,8.0,,,
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,16.0,,,,,,,,10,744,,,,22.4,17.0,,,,юго-восточный,9.0,,,,10.0,,,
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,15.0,0,,,,,,,10,744,,,,21.2,19.5,,,,юго-восточный,9.0,,,,8.0,,,
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,12.0,0,,,,,,,10,744,,,,19.6,22.8,,,,юго-восточный,9.0,,,22.5,8.0,,,
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,13.0,,,True,,,,,10,745,,,,18.1,29.9,,,,юго-восточный,9.0,,,,7.0,,,
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,12.0,,,,,,,,10,745,,,,15.9,35.3,,,True,юго-восточный,9.0,,,,7.0,,,
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,11.0,0.4,,,0.4,,,,10,746,,,,15.0,36.4,,15.0,,юго-восточный,9.0,,,,6.0,,,
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,,0.4,,,,,,,10,747,,,,16.2,38.1,,14.9,,юго-восточный,9.0,,,,6.0,,,
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,,,,,,,,,10,748,,,,19.0,42.0,,,,южный,6.0,,,,5.0,,,
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,,,,,,,,10,748,,,,19.9,42.2,,,,юго-восточный,6.0,,,,4.0,,,
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,0,,,,,,,10,748,,,,19.2,45.3,,,,восточный,9.0,,,,3.0,,,
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,0,,,,,,,10,748,,,,16.4,49.8,,,,юго-восточный,7.0,,,20.5,5.0,,,
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,,,,,,,,10,748,,,,14.6,50.7,,,,восточный,7.0,,,,5.0,,,
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,,,,,,,,,10,747,,,,13.8,50.1,,,,юго-восточный,7.0,,,,6.0,,,
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,,0,,,0,,,,10,747,,,,11.6,49.9,,11.6,,юго-восточный,7.0,,,,5.0,,,
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,10.0,0,,,,,,,10,746,,,,12.9,46.5,,11.2,,юго-восточный,9.0,,,,7.0,,,
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,11.0,,,,,,,,10,745,,,,15.7,44.4,,,,юго-восточный,10.0,,,,8.0,,,
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,14.0,,,,,,,,10,744,,,,18.2,40.6,,,,юго-восточный,10.0,,,,8.0,,,
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,13.0,менее 0.1,,,,,,True,10,744,,,,16.0,51.8,,,,юго-восточный,10.0,,,,6.0,,,
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,12.0,2,,True,,,,,10,743,,,,14.5,54.7,,,,восточный,9.0,,,18.7,6.0,,,
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,12.0,,,True,,,,,10,742,,,,15.4,36.0,,,,юго-восточный,7.0,,,,6.0,,,
1601424000,"Среда, 30 сентября
00:00 (UTC)",,11.0,,,,,True,,,10,742,,,,14.6,32.5,,,,восточный,7.0,,,,7.0,,,
1601434800,"Среда, 30 сентября
03:00 (UTC)",,12.0,2,,,2,,,,10,741,,,,13.2,38.3,,13.2,,восточный,9.0,,,,8.0,,,
1601445600,"Среда, 30 сентября
06:00 (UTC)",,14.0,0.3,,,,,,,10,741,,,,13.2,46.2,,12.7,,восточный,7.0,,,,9.0,,,
1601456400,"Среда, 30 сентября
09:00 (UTC)",,18.0,,,,,,,,10,740,,,,18.8,24.9,,,,юго-восточный,7.0,,,,12.0,,,
1601467200,"Среда, 30 сентября
12:00 (UTC)",,21.0,,,,,,,,10,740,,,,21.9,19.8,,,,юго-восточный,9.0,,,,13.0,,,
1601478000,"Среда, 30 сентября
15:00 (UTC)",,21.0,0,,,,,,,10,740,,,,20.2,18.7,,,,юго-восточный,9.0,,,,10.0,,,
1601488800,"Среда, 30 сентября
18:00 (UTC)",,17.0,0,,,,,,,10,741,,,,19.0,24.6,,,,юго-восточный,9.0,,,21.9,9.0,,,
1601499600,"Среда, 30 сентября
21:00 (UTC)",,18.0,,,,,,,,10,741,,,,18.3,25.7,,,,юго-восточный,9.0,,,,10.0,,,
1601510400,"Четверг, 1 октября
00:00 (UTC)",,18.0,,,,,,,,10,742,,,,16.2,29.3,,,,юго-восточный,9.0,,,,7.0,,,
1601521200,"Четверг, 1 октября
03:00 (UTC)",,14.0,0,,,0,,,,10,742,,,,14.4,36.7,,14.3,,юго-восточный,9.0,,,,9.0,,,
1601532000,"Четверг, 1 октября
06:00 (UTC)",,14.0,0.4,,True,,,,,10,743,,,,11.7,66.2,,10.5,,восточный,9.0,,,,6.0,,,
1601542800,"Четверг, 1 октября
09:00 (UTC)",,17.0,,,,,,,,10,743,,,,17.8,34.4,,,,юго-восточный,9.0,,,,11.0,,,
1601553600,"Четверг, 1 октября
12:00 (UTC)",,19.0,,,,,,,,10,743,,,,19.8,22.5,,,,юго-восточный,7.0,,,,11.0,,,
1601564400,"Четверг, 1 октября
15:00 (UTC)",,19.0,0.4,,,,,,,10,743,,,,19.1,26.3,,,,юго-восточный,9.0,,,,7.0,,,
1601575200,"Четверг, 1 октября
18:00 (UTC)",,13.0,0,,,,,,,10,743,,,,17.3,21.9,,,,восточный,9.0,,,20.9,7.0,,,
1601586000,"Четверг, 1 октября
21:00 (UTC)",,13.0,,,,,,,,10,743,,,,17.6,23.3,,,,восточный,9.0,,,,9.0,,,
1601596800,"Пятница, 2 октября
00:00 (UTC)",,13.0,,,,,,,,10,744,,,,16.2,26.6,,,,юго-восточный,9.0,,,,8.0,,,
1601607600,"Пятница, 2 октября
03:00 (UTC)",,12.0,0,,,0.4,,,,10,744,,,,14.6,30.6,,14.6,,восточный,9.0,,,,6.0,,,
1601618400,"Пятница, 2 октября
06:00 (UTC)",,12.0,менее 0.1,,True,,,,,10,744,,,,13.9,42.9,,12.9,,восточный,9.0,,,,5.0,,,
1601629200,"Пятница, 2 октября
09:00 (UTC)",,12.0,,,,,,,,10,745,,,,15.0,45.7,,,True,восточный,9.0,,,,6.0,,,
1601640000,"Пятница, 2 октября
12:00 (UTC)",,13.0,,,,,,,,10,745,,,,17.5,33.1,,,True,юго-восточный,9.0,,,,8.0,,,
1601650800,"Пятница, 2 октября
15:00 (UTC)",,14.0,менее 0.1,,,,,,,10,746,,,,15.7,37.1,,,True,восточный,9.0,,,,3.0,,,
1601661600,"Пятница, 2 октября
18:00 (UTC)",,,менее 0.1,,,,,,,10,746,,,,15.4,45.2,,,True,восточный,9.0,,,17.8,3.0,,,
1601672400,"Пятница, 2 октября
21:00 (UTC)",,,,,,,,,,10,747,,,,15.3,42.7,,,,юго-восточный,9.0,,,,3.0,,,
1601683200,"Суббота, 3 октября
00:00 (UTC)",,10.0,,,,,,,,10,747,,,,14.7,45.0,,,True,юго-восточный,9.0,,,,4.0,,,
1601694000,"Суббота, 3 октября
03:00 (UTC)",,,менее 0.1,,,менее 0.1,,,,10,748,,,,13.9,47.4,,13.9,,восточный,9.0,,,,3.0,,,
1601704800,"Суббота, 3 октября
06:00 (UTC)",,,менее 0.1,,,,,,,10,748,,,,14.4,42.7,,12.3,,восточный,9.0,,,,5.0,,,
1601715600,"Суббота, 3 октября
09:00 (UTC)",,10.0,,,,,,,,10,748,,,,17.3,33.5,,,,юго-восточный,9.0,,,,6.0,,,
1601726400,"Суббота, 3 октября
12:00 (UTC)",,12.0,,,,,,,,10,748,,,,19.5,24.7,,,,восточный,9.0,,,,7.0,,,
1601737200,"Суббота, 3 октября
15:00 (UTC)",,12.0,0,,,,,,,10,748,,,,16.0,27.0,,,,восточный,7.0,,,,5.0,,,
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,0,,,,,,,10,749,,,,12.7,35.4,,,,восточный,7.0,,,20.4,5.0,,,
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,,,10,749,,,,9.9,45.3,,,,юго-восточный,7.0,,,,4.0,,,
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,,,,,,,,,10,749,,,,9.9,45.3,,,,восточный,7.0,,,,4.0,,,
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,,0,,,0,,,,10,750,,,,8.6,48.3,,8.4,,восточный,2.0,,,,3.0,,,
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,,0,,,,,,,10,750,,,,12.2,29.7,,7.6,,восточный,2.0,,,,4.0,,,
1601802000,"Воскресенье, 4 октября
09:00 (UTC)",,,,,,,,,,10,750,,,,20.0,16.7,,,,восточный,0.0,,,,4.0,,,
1601812800,"Воскресенье, 4 октября
12:00 (UTC)",,12.0,,,,,,,,10,750,,,,22.6,13.1,,,,юго-восточный,2.0,,,,5.0,,,
1601823600,"Воскресенье, 4 октября
15:00 (UTC)",,,0,,,,,,,10,750,,,,18.5,23.5,,,,юго-восточный,6.0,,,,3.0,,,
1601834400,"Воскресенье, 4 октября
18:00 (UTC)",,,0,,,,,,,10,751,,,,13.9,22.1,,,,юго-восточный,0.0,,,22.7,3.0,,,
1601845200,"Воскресенье, 4 октября
21:00 (UTC)",,,,,,,,,,10,751,,,,10.2,31.4,,,,юго-восточный,0.0,,,,4.0,,,
1601856000,"Понедельник, 5 октября
00:00 (UTC)",,,,,,,,,,10,752,,,,8.5,36.9,,,,восточный,0.0,,,,4.0,,,
1601866800,"Понедельник, 5 октября
03:00 (UTC)",,,0,,,0,,,,10,752,,,,7.0,47.9,,7.0,,восточный,0.0,,,,2.0,,,
1601877600,"Понедельник, 5 октября
06:00 (UTC)",,,0,,,,,,,10,753,,,,11.2,75.3,,,,восточный,2.0,,,,3.0,,,
1601888400,"Понедельник, 5 октября
09:00 (UTC)",,10.0,,,,,,,,10,753,,,,19.6,20.3,,,,юго-восточный,0.0,,,,7.0,,,
1601899200,"Понедельник, 5 октября
12:00 (UTC)",,12.0,,,,,,,,10,751,,,,21.7,15.4,,,,юго-восточный,1.0,,,,7.0,,,
1601910000,"Понедельник, 5 октября
15:00 (UTC)",,11.0,0,,,,,,,10,751,,,,18.9,15.6,,,,юго-восточный,6.0,,,,4.0,,,
1601920800,"Понедельник, 5 октября
18:00 (UTC)",,,0,,,,,,,10,751,,,,13.3,21.0,,,,юго-восточный,0.0,,,21.7,3.0,,,
1601931600,"Понедельник, 5 октября
21:00 (UTC)",,,,,,,,,,10,751,,,,12.3,27.3,,,,юго-восточный,0.0,,,,4.0,,,
1601942400,"Вторник, 6 октября
00:00 (UTC)",,,,,,,,,,10,751,,,,11.2,31.7,,,,юго-восточный,0.0,,,,3.0,,,
1601953200,"Вторник, 6 октября
03:00 (UTC)",,,0,,,0,,,,10,751,,,,9.1,40.6,,8.3,,юго-восточный,0.0,,,,3.0,,,
1601964000,"Вторник, 6 октября
06:00 (UTC)",,,0,,,,,,,10,751,,,,11.7,43.8,,7.7,,южный,2.0,,,,4.0,,,
1601974800,"Вторник, 6 октября
09:00 (UTC)",,,,,,,,,,10,750,,,,19.0,26.1,,,,южный,5.0,,,,5.0,,,
1601985600,"Вторник, 6 октября
12:00 (UTC)",,12.0,,,,,,,,10,749,,,,21.4,17.3,,,,южный,5.0,,,,6.0,,,
1601996400,"Вторник, 6 октября
15:00 (UTC)",,11.0,0,,,,,,,10,748,,,,18.8,21.6,,,,юго-восточный,7.0,,,,4.0,,,
1602007200,"Вторник, 6 октября
18:00 (UTC)",,,0,,,,,,,10,748,,,,15.9,25.0,,,,юго-восточный,0.0,,,21.7,4.0,,,
1602018000,"Вторник, 6 октября
21:00 (UTC)",,,,,,,,,,10,748,,,,13.3,28.9,,,,юго-восточный,0.0,,,,4.0,,,
1602028800,"Среда, 7 октября
00:00 (UTC)",,,,,,,,,,10,747,,,,11.9,32.4,,,,юго-восточный,0.0,,,,5.0,,,
1602039600,"Среда, 7 октября
03:00 (UTC)",,,0,,,0,,,,10,747,,,,10.3,36.9,,10.3,,южный,5.0,,,,4.0,,,
1602050400,"Среда, 7 октября
06:00 (UTC)",,10.0,0,,,,,,,10,747,,,,12.7,42.2,,10.1,,юго-восточный,7.0,,,,7.0,,,
1602061200,"Среда, 7 октября
09:00 (UTC)",,13.0,,,,,,,,10,747,,,,19.1,25.3,,,,юго-восточный,5.0,,,,8.0,,,
1602072000,"Среда, 7 октября
12:00 (UTC)",,14.0,,,,,,,,10,746,,,,22.4,18.5,,,,южный,2.0,,,,7.0,,,
1602082800,"Среда, 7 октября
15:00 (UTC)",,12.0,0,,,,,,,10,746,,,,20.4,17.1,,,,юго-восточный,2.0,,,,5.0,,,
1602093600,"Среда, 7 октября
18:00 (UTC)",,,0,,,,,,,10,747,,,,16.3,25.9,,,,юго-восточный,2.0,,,22.7,4.0,,,
1602104400,"Среда, 7 октября
21:00 (UTC)",,,,,,,,,,10,747,,,,14.2,41.5,,,,юго-восточный,2.0,,,,5.0,,,
1602115200,"Четверг, 8 октября
00:00 (UTC)",,,,,,,,,,10,747,,,,12.8,47.4,,,,юго-восточный,0.0,,,,4.0,,,
1602126000,"Четверг, 8 октября
03:00 (UTC)",,,0,,,0,,,,10,748,,,,9.5,61.6,,9.5,,юго-восточный,0.0,,,,4.0,,,
1602136800,"Четверг, 8 октября
06:00 (UTC)",,,0,,,,,,,10,748,,,,12.4,48.7,,9.5,,юго-восточный,4.0,,,,6.0,,,
1602147600,"Четверг, 8 октября
09:00 (UTC)",,,,,,,,,,10,748,,,,17.4,29.2,,,,юго-восточный,6.0,,,,6.0,,,
1602158400,"Четверг, 8 октября
12:00 (UTC)",,12.0,,,,,,,,10,748,,,,21.1,15.2,,,,юго-восточный,6.0,,,,8.0,,,
1602169200,"Четверг, 8 октября
15:00 (UTC)",,14.0,0,,,,,,,10,748,,,,18.8,20.3,,,,юго-восточный,7.0,,,,7.0,,,
1602180000,"Четверг, 8 октября
18:00 (UTC)",,10.0,0,,,,,,,10,748,,,,15.7,25.3,,,,юго-восточный,2.0,,,21.3,6.0,,,
1602190800,"Четверг, 8 октября
21:00 (UTC)",,11.0,,,,,,,,10,748,,,,13.7,34.4,,,,юго-восточный,0.0,,,,6.0,,,
1602201600,"Пятница, 9 октября
00:00 (UTC)",,10.0,,,,,,,,10,748,,,,11.1,35.5,,,,юго-восточный,0.0,,,,7.0,,,
1602212400,"Пятница, 9 октября
03:00 (UTC)",,10.0,0,,,0,,,,10,748,,,,9.6,36.1,,9.6,,юго-восточный,4.0,,,,5.0,,,
1602223200,"Пятница, 9 октября
06:00 (UTC)",,10.0,0,,,,,,,10,749,,,,10.6,33.0,,9.1,,юго-восточный,6.0,,,,7.0,,,
1602234000,"Пятница, 9 октября
09:00 (UTC)",,10.0,,,,,,,,10,748,,,,17.4,30.3,,,,юго-восточный,6.0,,,,6.0,,,
1602244800,"Пятница, 9 октября
12:00 (UTC)",,12.0,,,,,,,,10,747,,,,21.2,18.6,,,,юго-восточный,6.0,,,,7.0,,,
1602255600,"Пятница, 9 октября
15:00 (UTC)",,12.0,0,,,,,,,10,747,,,,19.1,20.9,,,,юго-восточный,6.0,,,,4.0,,,
1602266400,"Пятница, 9 октября
18:00 (UTC)",,,0,,,,,,,10,747,,,,15.9,22.7,,,,юго-восточный,0.0,,,21.4,4.0,,,
1602277200,"Пятница, 9 октября
21:00 (UTC)",,,,,,,,,,10,747,,,,12.5,29.8,,,,юго-восточный,0.0,,,,3.0,,,
1602288000,"Суббота, 10 октября
00:00 (UTC)",,,,,,,,,,10,747,,,,13.4,32.6,,,,юго-восточный,0.0,,,,5.0,,,
1602298800,"Суббота, 10 октября
03:00 (UTC)",,,0,,,0,,,,10,747,,,,9.9,42.7,,9.5,,юго-восточный,0.0,,,,4.0,,,
1602309600,"Суббота, 10 октября
06:00 (UTC)",,,0,,,,,,,10,747,,,,12.0,53.7,,9.0,,юго-восточный,9.0,,,,6.0,,,
1602320400,"Суббота, 10 октября
09:00 (UTC)",,,,,,,,,,10,747,,,,15.5,49.9,,,,юго-восточный,7.0,,,,4.0,,,
1602331200,"Суббота, 10 октября
12:00 (UTC)",,,,,,,,,,10,746,,,,17.2,47.3,,,,юго-восточный,9.0,,,,6.0,,,
1602342000,"Суббота, 10 октября
15:00 (UTC)",,,0,,,,,,,10,745,,,,15.8,49.0,,,,юго-восточный,9.0,,,,4.0,,,
1602352800,"Суббота, 10 октября
18:00 (UTC)",,,0,,,,,,,10,745,,,,12.8,55.0,,,,юго-восточный,7.0,,,17.5,4.0,,,
1602363600,"Суббота, 10 октября
21:00 (UTC)",,,,,,,,,,10,744,,,,12.4,54.2,,,,юго-восточный,7.0,,,,5.0,,,
1602374400,"Воскресенье, 11 октября
00:00 (UTC)",,,,,,,,,,10,744,,,,12.2,58.5,,,,восточный,7.0,,,,5.0,,,
1602385200,"Воскресенье, 11 октября
03:00 (UTC)",,,0,,,0,,,,10,744,,,,11.3,68.9,,11.3,,юго-восточный,7.0,,,,5.0,,,
1602396000,"Воскресенье, 11 октября
06:00 (UTC)",,,0,,,,,True,,4,744,,,,11.6,75.4,,10.2,,юго-восточный,9.0,,,,5.0,,,
1602406800,"Воскресенье, 11 октября
09:00 (UTC)",,10.0,,,,,,,,10,743,,,,15.2,61.3,,,,юго-восточный,9.0,,,,6.0,,,
1602417600,"Воскресенье, 11 октября
12:00 (UTC)",,,,,,,,,,10,743,,,,15.4,63.4,,,,юго-восточный,9.0,,,,5.0,,,
1602428400,"Воскресенье, 11 октября
15:00 (UTC)",,,менее 0.1,,True,,,,,10,743,,,,13.7,72.7,,,,юго-восточный,9.0,,,,3.0,,,
1602439200,"Воскресенье, 11 октября
18:00 (UTC)",,,2,,,,,,True,10,743,,,,12.6,80.3,,,,восточный,9.0,,,16.2,3.0,,,
1602450000,"Воскресенье, 11 октября
21:00 (UTC)",,,,,,,True,,,10,743,,,,11.5,84.0,,,,юго-восточный,7.0,,,,4.0,,,
1602460800,"Понедельник, 12 октября
00:00 (UTC)",,,,True,,,,,,10,742,,,,12.2,84.7,,,,юго-восточный,9.0,,,,3.0,,,
1602471600,"Понедельник, 12 октября
03:00 (UTC)",,,3,,,3,,,,10,743,,,,11.9,87.0,,11.5,True,южный,9.0,,,,2.0,,,
1602482400,"Понедельник, 12 октября
06:00 (UTC)",,,2,,,,,,,3,743,,,,12.4,84.7,,11.5,,южный,10.0,,,,2.0,,,True
1602493200,"Понедельник, 12 октября
09:00 (UTC)",,,,,,,,True,,2,744,,,,13.8,87.7,,,,юго-западный,10.0,,,,2.0,,,
1602504000,"Понедельник, 12 октября
12:00 (UTC)",,,,,,,,True,,5,744,,,,14.9,82.8,,,,южный,10.0,,,,2.0,,,
1602514800,"Понедельник, 12 октября
15:00 (UTC)",,,менее 0.1,,,,,True,,4,744,,,,14.8,84.4,,,,юго-восточный,10.0,,,,1.0,,,
1602525600,"Понедельник, 12 октября
18:00 (UTC)",,,0.3,,,,,True,,3,745,,,,14.3,93.1,,,,юго-западный,9.0,,,15.1,1.0,,,
1602536400,"Понедельник, 12 октября
21:00 (UTC)",,,,,,,,,,0,745,True,,,11.6,100.0,,,,восточный,,,,,1.0,,,
1602547200,"Вторник, 13 октября
00:00 (UTC)",,,,,,,,,,0,745,,,,12.2,100.0,,,,восточный,,,,,2.0,,True,
1602558000,"Вторник, 13 октября
03:00 (UTC)",,,0.3,,,0.3,,,,0,744,,,,11.6,100.0,,11.3,,северо-восточный,,,,,2.0,,True,
1602568800,"Вторник, 13 октября
06:00 (UTC)",,,0,,,,,,,0,744,,,,12.2,100.0,,11.3,,восточный,,,,,3.0,True,,
1602579600,"Вторник, 13 октября
09:00 (UTC)",,,,,,,True,,,10,744,,,,18.1,63.6,,,,южный,7.0,,,,4.0,,,
1602590400,"Вторник, 13 октября
12:00 (UTC)",,,,True,,,,,,10,743,,,,21.1,50.1,,,,южный,7.0,,,,5.0,,,
1602601200,"Вторник, 13 октября
15:00 (UTC)",,,0,,,,,,,10,742,,,,17.6,56.7,,,,юго-восточный,4.0,,,,3.0,,,
