timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) умеренный с перерывами,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,44.1,,,северо-западный,,,2,,,,,,,,,,,20.0,705,,,21.3,,,0.0,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,39.1,,,северо-восточный,,,1,,,,,,,,,,,20.0,704,,,22.7,,,0.0,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,,,48.6,,,восточный,,23.2,2,,,,0,,,,,,,20.0,703,,,19.3,,,0.0,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,66.9,,,южный,,,1,,,,,,,,,,,10.0,703,,,14.9,,,0.0,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,79.8,,,,,,0,,,,,,,,,,,10.0,701,,,12.6,,,0.0,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,85.7,,,юго-восточный,,,1,,,,,,,,,,,10.0,701,,,11.1,,,0.0,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,80.3,,10.7,южный,,,1,,,,0,,0,,,,,20.0,699,,,12.2,,,7.0,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,58.3,,,,,,0,,,,,,,,,,,20.0,699,,,18.0,,,9.0,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,40.0,,,северо-западный,,,2,,,,,,,,,,,20.0,699,,,23.7,,,2.0,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,33.3,,,северо-западный,,,2,,,,,,,,,,,20.0,699,,,25.3,,,1.0,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,54.4,,,западный,,26.3,1,,,,0,,,,,,,20.0,699,,,20.5,,,1.0,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,75.1,,,южный,,,1,,,,,,,,,,,10.0,699,,,15.8,,,0.0,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,63.3,,,южный,,,1,,,,,,,,,,,10.0,699,,,16.5,,,0.0,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,76.9,,,южный,,,1,,,,,,,,,,,10.0,699,,,14.5,,,2.0,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,78.5,,13.9,южный,,,1,,,,0.2,,0.2,True,,,,10.0,700,,,14.9,,,10.0,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,87.2,,,восточный,,,1,,,,,,,True,,,,2.0,701,,,14.1,,,10.0,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,72.3,,,северный,,,1,,,,,,,,True,,,2.0,701,,,14.1,,,10.0,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,69.4,,,юго-восточный,,,1,,,,,,,,,,,10.0,701,,,16.2,,True,10.0,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,77.9,,,,,17.3,0,,,,1,,,,,,,10.0,702,,,14.2,,,6.0,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,83.7,,,южный,,,1,,,,,,,,,,,10.0,703,,,13.7,,,6.0,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,72.7,,,западный,,,1,,,,,,,,,,,10.0,703,,,13.5,,,10.0,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,81.6,,,,,,0,,,,,,,,,,,10.0,703,,,10.2,,,7.0,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,89.0,,7.3,,,,0,,,,0,,1,,,,,20.0,703,,,7.3,,,0.0,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,59.5,,,северо-западный,,,1,,,,,,,,,,,20.0,703,,,12.9,,,0.0,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,43.2,,,северный,,,1,,,,,,,,,,,50.0,703,,,19.3,,,1.0,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,29.3,,,западный,,,2,,,,,,,,,,,20.0,703,,,20.6,,,2.0,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,,,,,49.0,,,западный,,21.1,1,,,,0,,,,,,,20.0,703,,,16.0,,,4.0,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,71.8,,,южный,,,1,,,,,,,,,,,10.0,704,,,11.3,,,0.0,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,74.1,,,южный,,,1,,,,,,,,,,,10.0,705,,,10.0,,,0.0,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,72.5,,,южный,,,1,,,,,,,,,,,10.0,705,,,9.6,,,0.0,
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,74.4,,8.9,южный,,,1,,,,0,,0,,,,,50.0,705,,,9.0,,,0.0,
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,46.3,,,восточный,,,1,,,,,,,,,,,50.0,705,,,16.8,,,0.0,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,33.5,,,северный,,,2,,,,,,,,,,,50.0,705,,,20.4,,,0.0,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,,,,,36.0,,,восточный,,,3,,,,,,,,,,,50.0,704,,,20.8,,,1.0,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,,,41.6,,,восточный,,21.9,2,,,,0,,,,,,,20.0,704,,,17.8,,,2.0,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,66.8,,,южный,,,1,,,,,,,,,,,10.0,704,,,12.6,,,0.0,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,72.3,,,южный,,,1,,,,,,,,,,,10.0,704,,,11.1,,,0.0,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,77.8,,,южный,,,1,,,,,,,,,,,10.0,705,,,10.0,,,0.0,
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,,,,,83.1,,8.5,,,,0,,,,0,,0,,,,,50.0,705,,,8.6,,,0.0,
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,,,,,,51.0,,,восточный,,,1,,,,,,,,,,,50.0,705,,,17.0,,,0.0,
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,,35.5,,,северо-западный,,,1,,,,,,,,,,,50.0,705,,,21.7,,,0.0,
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,,,,,,35.8,,,северный,,,1,,,,,,,,,,,50.0,705,,,22.8,,,1.0,
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,,,,,,47.9,,,восточный,,23.5,1,,,,0,,,,,,,20.0,705,,,19.4,,,1.0,
1600797600,"Вторник, 22 сентября
18:00 (UTC)",,,,,,,,75.2,,,южный,,,1,,,,,,,,,,,10.0,705,,,13.6,,,0.0,
1600808400,"Вторник, 22 сентября
21:00 (UTC)",,,,,,,,76.1,,,южный,,,1,,,,,,,,,,,10.0,705,,,12.5,,,0.0,
1600819200,"Среда, 23 сентября
00:00 (UTC)",,,,,,,,80.1,,,южный,,,1,,,,,,,,,,,10.0,704,,,11.1,,,0.0,
1600830000,"Среда, 23 сентября
03:00 (UTC)",,,,,,,,81.1,,10.0,,,,0,,,,0,,0,,,,,50.0,704,,,10.5,,,0.0,
1600840800,"Среда, 23 сентября
06:00 (UTC)",,,,,,,,55.6,,,северный,,,1,,,,,,,,,,,50.0,704,,,17.7,,,0.0,
1600851600,"Среда, 23 сентября
09:00 (UTC)",,,,,,,,47.4,,,восточный,,,2,,,,,,,,,,,20.0,703,,,21.9,,,1.0,
1600862400,"Среда, 23 сентября
12:00 (UTC)",,,,,,,,46.4,,,северный,,,1,,,,,,,,,,,20.0,702,,,23.0,,,5.0,
1600873200,"Среда, 23 сентября
15:00 (UTC)",,,,,,,,53.5,,,,,24.3,0,,,,0,,,,,,,20.0,702,,,19.6,,,7.0,
1600884000,"Среда, 23 сентября
18:00 (UTC)",,,,,,,,78.1,,,южный,,,1,,,,,,,,,,,10.0,702,,,15.4,,,0.0,
1600894800,"Среда, 23 сентября
21:00 (UTC)",,,,,,,,84.3,,,южный,,,1,,,,,,,,,,,10.0,702,,,13.9,,,0.0,
1600905600,"Четверг, 24 сентября
00:00 (UTC)",,,,,,,,85.3,,,южный,,,1,,,,,,,,,,,10.0,702,,,12.7,,,0.0,
1600916400,"Четверг, 24 сентября
03:00 (UTC)",,,,,,,,88.1,,11.2,южный,,,1,,,,0,,0,,,,,50.0,702,,,11.3,,,0.0,
1600927200,"Четверг, 24 сентября
06:00 (UTC)",,,,,,,,66.5,,,северо-западный,,,1,,,,,,,,,,,20.0,702,,,17.6,,,0.0,
1600938000,"Четверг, 24 сентября
09:00 (UTC)",,,,,,,,53.7,,,северо-восточный,,,1,,,,,,,,,,,20.0,702,,,21.7,,,6.0,
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,,,,44.2,,,северный,,,1,,,,,,,,,,,20.0,701,,,23.6,,,4.0,
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,,,,,,61.6,,,восточный,,24.1,1,,,,0,,,,,,,20.0,702,,,20.1,,,2.0,
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,,,,,,82.8,,,,,,0,,,,,,,,,,,20.0,702,,,14.8,,,0.0,
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,,87.1,,,южный,,,1,,,,,,,,,,,10.0,702,,,13.0,,,0.0,
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,,,,85.8,,,,,,0,,,,,,,,,,,10.0,701,,,12.3,,,0.0,
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,,,,,,86.9,,11.3,,,,0,,,,0,,0,,,,,50.0,701,,,11.5,,,0.0,
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,,,,,,64.6,,,восточный,,,1,,,,,,,,,,,50.0,701,,,18.5,,,0.0,
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,,,,,,53.9,,,восточный,,,2,,,,,,,,,,,20.0,701,,,22.7,,,6.0,
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,,,,,,,50.6,,,северо-западный,,,2,,,,,,,,,,,20.0,700,,,23.2,,,7.0,
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,,,,,,,61.3,,,восточный,,24.7,2,,,,0,,,,,,,20.0,700,,,20.6,,,9.0,
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,,,,,,79.3,,,,,,0,,,,,,,,,,,10.0,700,,,17.0,,,7.0,
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,,86.2,,,юго-восточный,,,1,,,,,,,,,,,10.0,699,,,15.3,,,7.0,
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,,,,,,,87.2,,,,,,0,,,,,,,,,,,10.0,699,,,14.6,,,7.0,
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,,,,,,,90.0,,13.2,южный,,,1,,,,0,,0,,,,,20.0,699,,,13.3,,,7.0,
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,,,,,,,77.3,,,,,,0,,,,,,,,,,,20.0,699,,,17.3,,,9.0,
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,,,,,,,65.7,,,северо-западный,,,1,,,,,,,,,,,20.0,699,,,20.0,,,7.0,
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,,,,,,,70.0,,,северный,,,2,,,,,,,,,,,10.0,699,,,19.4,,,10.0,
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,,,,,,,89.1,,,западный,,21.1,1,,,,3,,,True,,,,10.0,700,,,16.6,,,10.0,
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,,,,,,,92.0,,,,,,0,,,,,,,,True,,,4.0,700,,,15.9,,,10.0,
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,,,,,,,91.9,,,,,,0,,,,,,,,True,,,4.0,700,,,14.6,,,10.0,
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,,,,,,,87.2,,,южный,,,1,,,,,,,,True,,,4.0,701,,,14.0,,,10.0,
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,,,,,,,86.0,,13.9,южный,,,1,,,,менее 0.1,,3,,,,,20.0,701,,,14.1,,,7.0,
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,,,,,,,76.4,,13.8,восточный,,,1,,,,,,,,,,,20.0,703,,,17.4,,,9.0,
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,,,,,,,76.0,,,северо-восточный,,,1,,,,,,,,,,,10.0,703,,,18.2,,,10.0,
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,,,,,,,80.0,,,северный,,,1,,,,,,,,,,,10.0,703,,,17.7,,,10.0,
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,,,,,,,78.9,,,,,18.9,0,,,,0,,,,,,,10.0,705,,,17.6,,,10.0,
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,,,,,,,87.9,,,,,,0,,,,,,,,,,,10.0,705,,,15.7,,,10.0,
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,,,,,,,91.8,,,,,,0,,,,,,,,,,,10.0,706,,,13.3,,,0.0,
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,,,,,,,92.4,,,,,,0,,,,,,,,,,,10.0,706,,,12.4,,,7.0,
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,,,,,,,92.4,,11.2,,,,0,,,,0,,0,,True,,,4.0,706,,,11.9,,,10.0,
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,,,,,,,75.3,,,восточный,,,1,,,,,,,,,,,4.0,707,,,16.9,,,7.0,
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,,,,,,,84.5,,,северный,,,1,,,,,,,,True,,,2.0,707,,,15.9,,,10.0,
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,,,,,,81.4,,,северо-западный,,,1,,,,,,,,True,,,2.0,707,,,16.9,,,10.0,
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,,,,,,86.7,,,южный,,18.4,1,,,,0,,,,True,,,2.0,707,,,15.6,,,9.0,
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,,,,,,86.7,,,северо-западный,,,1,,,,,,,,,,,10.0,707,,,15.2,,,9.0,
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,,,,,,90.7,,,западный,,,1,,,,,,,,,,,10.0,706,,,14.4,,,9.0,
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,,,,,,,90.1,,,,,,0,,,,,,,,,,,10.0,706,,,14.4,,,10.0,
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,,,,,,,87.7,,13.8,южный,,,1,,,,0,,0,,True,,,4.0,706,,,13.9,,,10.0,
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,,,,,,,81.7,,13.0,северо-восточный,,,1,,,,,,,,,,,10.0,705,,,15.1,,True,9.0,
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,,,,,,,71.1,,,северо-западный,,,1,,,,,,,,,,,10.0,705,,,17.7,,,7.0,
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,,,,,,,58.5,,,северо-западный,,,2,,,,,,,,,,,10.0,703,,,20.5,,,9.0,
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,,,,,,,63.1,,,северо-западный,,21.9,1,,,,менее 0.1,,,,,,,10.0,703,,,17.5,,,10.0,
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,,,,,,,88.9,,,,,,0,,,,,,,,,,,10.0,702,,,13.4,,,7.0,
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,,,,,,,87.0,,,,,,0,,,,,,,,,,,10.0,701,,,12.7,,,6.0,
1601424000,"Среда, 30 сентября
00:00 (UTC)",,,,,,,,89.9,,,,,,0,,,,,,,,,,,10.0,700,,,11.4,,,2.0,
1601434800,"Среда, 30 сентября
03:00 (UTC)",,,,,,,,91.0,,9.6,,,,0,,,,0,,менее 0.1,,,,,20.0,699,,,9.6,,,4.0,
1601445600,"Среда, 30 сентября
06:00 (UTC)",,,,,,,,65.5,,,северо-западный,,,1,,,,,,,,,,,20.0,699,,,14.9,,,4.0,
1601456400,"Среда, 30 сентября
09:00 (UTC)",,,,,,,,63.7,,,северо-западный,,,2,,,,,,,,,,,20.0,699,,,16.4,,,10.0,
1601467200,"Среда, 30 сентября
12:00 (UTC)",,,,,,,,56.5,,,западный,,,1,,,,,,,,,,,20.0,699,,,18.4,,,9.0,
1601478000,"Среда, 30 сентября
15:00 (UTC)",,,,,,,,71.3,,,,,18.9,0,,,,0,,,,,,,10.0,699,,,16.1,,,7.0,
1601488800,"Среда, 30 сентября
18:00 (UTC)",,,,,,,,88.2,,,,,,0,,,,,,,,,,,10.0,700,,,12.4,,,7.0,
1601499600,"Среда, 30 сентября
21:00 (UTC)",,,,,,,,76.0,,,западный,,,1,,,,,,,,,,,10.0,700,,,12.1,,,9.0,
1601510400,"Четверг, 1 октября
00:00 (UTC)",,,,,,,,88.6,,,,,,0,,,,,,,,,,,10.0,699,,,10.7,,,0.0,
1601521200,"Четверг, 1 октября
03:00 (UTC)",,,,,,,,90.3,,9.2,,,,0,,,,0,,0,,,,,10.0,699,,,9.2,,,5.0,
1601532000,"Четверг, 1 октября
06:00 (UTC)",,,,,,,,71.8,,9.1,северо-западный,,,1,,,,,,,,,,,20.0,700,,,13.7,,,7.0,
1601542800,"Четверг, 1 октября
09:00 (UTC)",,,,,,,,57.1,,,северо-западный,,,1,,,,,,,,,,,10.0,699,,,17.7,,True,9.0,
1601553600,"Четверг, 1 октября
12:00 (UTC)",,,,,,,,56.1,,,западный,,,2,,,,,,,,,,,20.0,699,,,18.5,,,5.0,
1601564400,"Четверг, 1 октября
15:00 (UTC)",,,,,,,,73.5,,,южный,,19.2,1,,,,0,,,,,,,10.0,699,,,15.0,,,7.0,
1601575200,"Четверг, 1 октября
18:00 (UTC)",,,,,,,,84.2,,,южный,,,1,,,,,,,,,,,10.0,701,,,13.0,,,9.0,
1601586000,"Четверг, 1 октября
21:00 (UTC)",,,,,,,,80.9,,,,,,0,,,,,,,,,,,10.0,700,,,12.7,,,9.0,
1601596800,"Пятница, 2 октября
00:00 (UTC)",,,,,,,,83.4,,,,,,0,,,,,,,,,,,10.0,701,,,10.5,,,7.0,
1601607600,"Пятница, 2 октября
03:00 (UTC)",,,,,,,,86.7,,9.1,,,,0,,,,0.0,,0.0,,,,,10.0,701,,,9.6,,,9.0,
1601618400,"Пятница, 2 октября
06:00 (UTC)",,,,,,,,72.2,,,северо-западный,,,2,,,,,,,,,,,20.0,701,,,13.3,,,9.0,
1601629200,"Пятница, 2 октября
09:00 (UTC)",,,,,,,,59.9,,,северо-восточный,,,1,,,,,,,,,,,20.0,702,,,16.5,,True,7.0,
1601640000,"Пятница, 2 октября
12:00 (UTC)",,,,,,,,48.4,,,северо-восточный,,,1,,,,,,,,,,,20.0,701,,,20.0,,,2.0,
1601650800,"Пятница, 2 октября
15:00 (UTC)",,,,,,,,60.9,,,западный,,20.5,1,,,,0.0,,,,,,,10.0,702,,,17.2,,,10.0,
1601661600,"Пятница, 2 октября
18:00 (UTC)",,,,,,,,74.1,,,западный,,,2,,,,,,,,,,,10.0,702,,,15.5,,True,10.0,
1601672400,"Пятница, 2 октября
21:00 (UTC)",,,,,,,,87.1,,,,,,0,,,,,,,,,,,10.0,703,,,12.9,,,10.0,
1601683200,"Суббота, 3 октября
00:00 (UTC)",,,,,,,,85.8,,,южный,,,1,,,,,,,,,,,10.0,704,,,12.0,,,10.0,
1601694000,"Суббота, 3 октября
03:00 (UTC)",,,,,,,,88.0,,10.4,южный,,,1,,,,0.3,,0.3,,,,,20.0,704,,,10.5,,,6.0,
1601704800,"Суббота, 3 октября
06:00 (UTC)",,,,,,,,76.5,,,западный,,,2,,,,,,,,,,,10.0,705,,,15.0,,,9.0,
1601715600,"Суббота, 3 октября
09:00 (UTC)",,,,,,,,60.4,,,северо-восточный,,,1,,,,,,,,,,,10.0,705,,,18.4,,,7.0,
1601726400,"Суббота, 3 октября
12:00 (UTC)",,,,,,,,58.5,,,северо-западный,,,1,,,,,,,,,,,10.0,705,,,18.6,,,10.0,
1601737200,"Суббота, 3 октября
15:00 (UTC)",,,,,,,,69.5,,,южный,,19.2,1,,,,0.0,,,,,,,10.0,706,,,16.7,,,10.0,
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,,,,,,78.5,,,западный,,,1,,,,,,,,,,,10.0,706,,,15.1,,,10.0,
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,89.3,,,,,,0,,,,,,,,,,,10.0,706,,,12.1,,,7.0,
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,,,,,,,91.1,,,юго-восточный,,,1,,,,,,,,,,,10.0,705,,,10.7,,,6.0,
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,,,,,,,88.1,,10.3,,,,0,,,,0.0,,0.0,,,,,10.0,706,,,11.6,,,10.0,
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,,,,,,,68.6,,,северный,,,1,,,,,,,,,,,20.0,706,,,16.8,,,4.0,
1601802000,"Воскресенье, 4 октября
09:00 (UTC)",,,,,,,,53.6,,,северо-западный,,,1,,,,,,,,,,,20.0,705,,,18.8,,,7.0,
1601812800,"Воскресенье, 4 октября
12:00 (UTC)",,,,,,,,61.4,,,северо-восточный,,,1,,,,,,,,,,,20.0,705,,,17.7,,,10.0,
1601823600,"Воскресенье, 4 октября
15:00 (UTC)",,,,,,,,82.3,,,южный,,20.2,1,,,,0.0,,,,,,,10.0,706,,,15.6,,,10.0,
1601834400,"Воскресенье, 4 октября
18:00 (UTC)",,,,,,,,84.9,,,,,,0,,,,,,,,,,,10.0,706,,,14.4,,,10.0,
1601845200,"Воскресенье, 4 октября
21:00 (UTC)",,,,,,,,88.2,,,южный,,,1,,,,,,,,,,,10.0,706,,,13.0,,,7.0,
1601856000,"Понедельник, 5 октября
00:00 (UTC)",,,,,,,,90.0,,,,,,0,,,,,,,,,,,10.0,706,,,12.8,,,10.0,
1601866800,"Понедельник, 5 октября
03:00 (UTC)",,,,,,,,80.8,,12.5,северо-западный,,,1,,,,0.0,,0.0,,,,,10.0,706,,,12.6,,,10.0,
1601877600,"Понедельник, 5 октября
06:00 (UTC)",,,,,,,,86.4,,12.0,северо-западный,,,2,,,,,,,,True,,,4.0,707,,,12.1,,,10.0,
1601888400,"Понедельник, 5 октября
09:00 (UTC)",,,,,,,,91.7,,,северо-восточный,,,1,,,,,,,True,,,,2.0,708,,,11.8,,,10.0,
1601899200,"Понедельник, 5 октября
12:00 (UTC)",,,,,,,,91.2,,,западный,,,1,,,,,,,True,,,,2.0,708,,,12.3,,,10.0,
1601910000,"Понедельник, 5 октября
15:00 (UTC)",,,,,,,,90.4,,,юго-восточный,,12.8,1,,,,17.0,,,True,,,,2.0,709,,,10.6,,,10.0,
1601920800,"Понедельник, 5 октября
18:00 (UTC)",,,,,,,,90.4,,,,,,0,,,,,,,,True,,,4.0,709,,,10.3,,,10.0,
1601931600,"Понедельник, 5 октября
21:00 (UTC)",,,,,,,,89.8,,,юго-восточный,,,1,,,,,,,,True,,,4.0,708,,,10.4,,,10.0,
1601942400,"Вторник, 6 октября
00:00 (UTC)",,,,,,,,90.9,,,юго-восточный,,,1,,,,,,,,,,,10.0,708,,,8.8,,,0.0,
1601953200,"Вторник, 6 октября
03:00 (UTC)",,,,,,,,92.1,,6.9,,,,0,,,,0.3,,17.0,,,,,10.0,708,,,7.1,,,1.0,
1601964000,"Вторник, 6 октября
06:00 (UTC)",,,,,,,,79.2,,,восточный,,,1,,,,,,,,,,,10.0,709,,,12.5,,,7.0,
1601974800,"Вторник, 6 октября
09:00 (UTC)",,,,,,,,68.1,,,северо-западный,,,2,,,,,,,,,,,10.0,708,,,14.3,,,9.0,
1601985600,"Вторник, 6 октября
12:00 (UTC)",,,,,,,,63.1,,,северо-западный,,,2,,,,,,,,,,,10.0,708,,,15.6,,,9.0,
1601996400,"Вторник, 6 октября
15:00 (UTC)",,,,,,,,79.8,,,южный,,16.2,1,,,,0.0,,,,,,,10.0,708,,,12.9,,,9.0,
1602007200,"Вторник, 6 октября
18:00 (UTC)",,,,,,,,89.7,,,южный,,,1,,,,,,,,,,,10.0,708,,,9.4,,,0.0,
1602018000,"Вторник, 6 октября
21:00 (UTC)",,,,,,,,89.1,,,,,,0,,,,,,,,,,,10.0,707,,,8.6,,,0.0,
1602028800,"Среда, 7 октября
00:00 (UTC)",,,,,,,,89.6,,,,,,0,,,,,,,,,,,10.0,706,,,7.1,,,0.0,
1602039600,"Среда, 7 октября
03:00 (UTC)",,,,,,,,90.1,,5.9,юго-восточный,,,1,,,,0.0,,0.0,,,,,10.0,707,,,5.9,,,0.0,
1602050400,"Среда, 7 октября
06:00 (UTC)",,,,,,,,61.9,,5.8,,,,0,,,,,,,,,,,20.0,707,,,14.1,,,0.0,
1602061200,"Среда, 7 октября
09:00 (UTC)",,,,,,,,52.8,,,северный,,,2,,,,,,,,,,,20.0,707,,,17.2,,,2.0,
1602072000,"Среда, 7 октября
12:00 (UTC)",,,,,,,,45.9,,,северо-восточный,,,1,,,,,,,,,,,20.0,707,,,18.8,,,2.0,
1602082800,"Среда, 7 октября
15:00 (UTC)",,,,,,,,67.5,,,юго-западный,,20.0,1,,,,0.0,,,,,,,10.0,707,,,13.8,,,2.0,
1602093600,"Среда, 7 октября
18:00 (UTC)",,,,,,,,78.5,,,южный,,,1,,,,,,,,,,,10.0,707,,,11.1,,,0.0,
1602104400,"Среда, 7 октября
21:00 (UTC)",,,,,,,,82.6,,,южный,,,1,,,,,,,,,,,10.0,707,,,9.3,,,0.0,
1602115200,"Четверг, 8 октября
00:00 (UTC)",,,,,,,,81.4,,,южный,,,1,,,,,,,,,,,10.0,707,,,8.4,,,0.0,
1602126000,"Четверг, 8 октября
03:00 (UTC)",,,,,,,,85.8,,6.1,,,,0,,,,0.0,,0.0,,,,,10.0,707,,,6.3,,,0.0,
1602136800,"Четверг, 8 октября
06:00 (UTC)",,,,,,,,47.6,,,юго-западный,,,1,,,,,,,,,,,20.0,708,,,15.7,,,0.0,
1602147600,"Четверг, 8 октября
09:00 (UTC)",,,,,,,,45.7,,,северо-восточный,,,1,,,,,,,,,,,20.0,707,,,18.3,,,0.0,
1602158400,"Четверг, 8 октября
12:00 (UTC)",,,,,,,,39.2,,,северный,,,1,,,,,,,,,,,20.0,707,,,20.0,,,0.0,
1602169200,"Четверг, 8 октября
15:00 (UTC)",,,,,,,,68.0,,,южный,,20.6,1,,,,0.0,,,,,,,10.0,708,,,13.8,,,0.0,
